x_m,y_m,s_m
5.82632,2.13966,37.21419
5.84555,2.13618,37.23419
5.86431,2.13272,37.25419
5.88347,2.12909,37.27418
5.90270,2.12545,37.29418
5.92190,2.12173,37.31418
5.94131,2.11798,37.33418
5.96051,2.11423,37.35417
5.97989,2.11040,37.37417
5.99926,2.10657,37.39417
6.01861,2.10270,37.41417
6.03811,2.09880,37.43417
6.05750,2.09491,37.45416
6.07699,2.09097,37.47416
6.09617,2.08709,37.49416
6.11533,2.08315,37.51416
6.13478,2.07914,37.53415
6.15410,2.07513,37.55415
6.17354,2.07108,37.57415
6.19315,2.06699,37.59415
6.21278,2.06290,37.61415
6.23234,2.05883,37.63414
6.25187,2.05476,37.65414
6.27142,2.05068,37.67414
6.29083,2.04663,37.69414
6.31023,2.04256,37.71414
6.32978,2.03845,37.73413
6.34930,2.03434,37.75413
6.36885,2.03022,37.77413
6.38862,2.02606,37.79413
6.40841,2.02193,37.81412
6.42770,2.01791,37.83412
6.44662,2.01391,37.85412
6.46582,2.00978,37.87412
6.48190,2.00636,37.89412
6.49770,2.00241,37.91411
6.51667,1.99768,37.93411
6.53542,1.99295,37.95411
6.55445,1.98808,37.97411
6.56857,1.98454,37.99410
6.58223,1.98026,38.01410
6.60041,1.97462,38.03410
6.61797,1.96905,38.05410
6.63618,1.96312,38.07409
6.65384,1.95738,38.09409
6.67136,1.95142,38.11409
6.68869,1.94553,38.13409
6.70417,1.94001,38.15408
6.72108,1.93364,38.17408
6.73916,1.92684,38.19408
6.75717,1.91994,38.21408
6.77530,1.91299,38.23407
6.79281,1.90618,38.25407
6.81079,1.89907,38.27407
6.82768,1.89239,38.29407
6.84438,1.88546,38.31406
6.86261,1.87789,38.33406
6.88071,1.87033,38.35406
6.89896,1.86267,38.37406
6.91648,1.85532,38.39406
6.93390,1.84783,38.41405
6.95169,1.84018,38.43405
6.96882,1.83269,38.45405
6.98645,1.82486,38.47405
7.00465,1.81678,38.49404
7.02283,1.80868,38.51404
7.04084,1.80067,38.53404
7.05853,1.79274,38.55404
7.07645,1.78464,38.57404
7.09380,1.77681,38.59403
7.11104,1.76884,38.61403
7.12903,1.76052,38.63403
7.14689,1.75223,38.65403
7.16487,1.74385,38.67402
7.18326,1.73529,38.69402
7.20168,1.72677,38.71402
7.21943,1.71856,38.73402
7.23663,1.71052,38.75402
7.25421,1.70219,38.77401
7.27203,1.69376,38.79401
7.28981,1.68528,38.81401
7.30797,1.67662,38.83401
7.32631,1.66791,38.85400
7.34453,1.65929,38.87400
7.36217,1.65093,38.89400
7.37975,1.64252,38.91400
7.39777,1.63389,38.93400
7.41580,1.62525,38.95399
7.43384,1.61661,38.97399
7.45170,1.60806,38.99399
7.46954,1.59948,39.01399
7.48763,1.59077,39.03398
7.50584,1.58203,39.05398
7.52398,1.57334,39.07398
7.54176,1.56483,39.09398
7.55950,1.55627,39.11398
7.57762,1.54753,39.13397
7.59592,1.53874,39.15397
7.61410,1.53003,39.17397
7.63214,1.52139,39.19397
7.65017,1.51275,39.21397
7.66821,1.50412,39.23396
7.68625,1.49548,39.25396
7.70428,1.48684,39.27396
7.72275,1.47800,39.29396
7.74128,1.46922,39.31395
7.75937,1.46065,39.33395
7.77745,1.45209,39.35395
7.79552,1.44354,39.37395
7.81377,1.43490,39.39395
7.83204,1.42628,39.41394
7.85014,1.41775,39.43394
7.86823,1.40923,39.45394
7.88632,1.40070,39.47394
7.90528,1.39177,39.49393
7.92435,1.38298,39.51393
7.94260,1.37458,39.53393
7.96086,1.36618,39.55393
7.97908,1.35782,39.57393
7.99699,1.34959,39.59392
8.01487,1.34132,39.61392
8.03338,1.33276,39.63392
8.05239,1.32405,39.65392
8.07107,1.31559,39.67391
8.09015,1.30695,39.69391
8.10936,1.29845,39.71391
8.12761,1.29038,39.73391
8.14571,1.28237,39.75391
8.16388,1.27429,39.77390
8.18241,1.26606,39.79390
8.20098,1.25787,39.81390
8.21996,1.24950,39.83390
8.23980,1.24090,39.85389
8.25903,1.23275,39.87389
8.27788,1.22476,39.89389
8.29679,1.21684,39.91389
8.31518,1.20914,39.93389
8.33343,1.20148,39.95388
8.35175,1.19377,39.97388
8.37106,1.18564,39.99388
8.39049,1.17766,40.01388
8.40971,1.16977,40.03387
8.42977,1.16169,40.05387
8.44922,1.15404,40.07387
8.46827,1.14654,40.09387
8.48737,1.13912,40.11387
8.50604,1.13187,40.13386
8.52468,1.12462,40.15386
8.54332,1.11738,40.17386
8.56411,1.10932,40.19386
8.58516,1.10162,40.21385
8.60458,1.09456,40.23385
8.62455,1.08740,40.25385
8.64404,1.08055,40.27385
8.66310,1.07384,40.29385
8.68217,1.06717,40.31384
8.70154,1.06040,40.33384
8.72152,1.05352,40.35384
8.74107,1.04691,40.37384
8.76282,1.03957,40.39383
8.78492,1.03272,40.41383
8.80440,1.02673,40.43383
8.82400,1.02074,40.45383
8.84340,1.01487,40.47382
8.86248,1.00909,40.49382
8.88156,1.00331,40.51382
8.90300,0.99681,40.53382
8.92747,0.98997,40.55381
8.94976,0.98434,40.57381
8.96956,0.97936,40.59381
8.98939,0.97445,40.61380
9.00894,0.96961,40.63380
9.02863,0.96477,40.65380
9.04820,0.95997,40.67380
9.07310,0.95395,40.69379
9.09858,0.94897,40.71379
9.11926,0.94506,40.73379
9.14053,0.94117,40.75379
9.16112,0.93758,40.77378
9.18079,0.93415,40.79378
9.20045,0.93071,40.81378
9.22386,0.92665,40.83378
9.25200,0.92271,40.85376
9.27655,0.92025,40.87376
9.29771,0.91817,40.89376
9.31897,0.91632,40.91375
9.34027,0.91448,40.93375
9.36314,0.91278,40.95375
9.38473,0.91147,40.97375
9.41276,0.90993,40.99374
9.44131,0.91012,41.01374
9.46218,0.91046,41.03374
9.48307,0.91087,41.05373
9.50356,0.91136,41.07373
9.52951,0.91206,41.09373
9.55575,0.91400,41.11373
9.58209,0.91620,41.13372
9.61543,0.92075,41.15369
9.64248,0.92615,41.17368
9.67742,0.93386,41.19368
9.71210,0.94562,41.21367
9.73930,0.95569,41.23367
9.77395,0.97134,41.25360
9.80013,0.98574,41.27360
9.83149,1.00396,41.29360
9.86122,1.02606,41.31358
9.88328,1.04340,41.33358
9.91010,1.06730,41.35353
9.93011,1.08782,41.37353
9.95303,1.11218,41.39352
9.97389,1.13911,41.41352
9.98944,1.16002,41.43351
10.00724,1.18644,41.45348
10.02082,1.20911,41.47348
10.03582,1.23475,41.49348
10.04909,1.26175,41.51347
10.05970,1.28400,41.53347
10.07131,1.31087,41.55345
10.08026,1.33419,41.57345
10.08975,1.35939,41.59345
10.09795,1.38530,41.61345
10.10475,1.40731,41.63344
10.11182,1.43232,41.65343
10.11752,1.45484,41.67343
10.12376,1.47992,41.69343
10.12888,1.50546,41.71343
10.13314,1.52726,41.73342
10.13737,1.55121,41.75342
10.14082,1.57326,41.77342
10.14456,1.59757,41.79341
10.14742,1.62218,41.81341
10.14987,1.64398,41.83341
10.15216,1.66770,41.85340
10.15390,1.68969,41.87340
10.15570,1.71311,41.89340
10.15684,1.73670,41.91340
10.15783,1.75826,41.93339
10.15859,1.78139,41.95339
10.15899,1.80307,41.97339
10.15937,1.82415,41.99339
10.15955,1.84527,42.01338
10.15971,1.86542,42.03338
10.15985,1.88564,42.05338
10.15997,1.90576,42.07338
10.16009,1.92575,42.09338
10.16021,1.94575,42.11337
10.16033,1.96565,42.13337
10.16047,1.98542,42.15337
10.16063,2.00529,42.17337
10.16079,2.02551,42.19336
10.16091,2.04573,42.21336
10.16103,2.06563,42.23336
10.16117,2.08540,42.25336
10.16133,2.10528,42.27336
10.16149,2.12549,42.29335
10.16161,2.14572,42.31335
10.16173,2.16562,42.33335
10.16187,2.18539,42.35335
10.16203,2.20527,42.37334
10.16219,2.22548,42.39334
10.16231,2.24570,42.41334
10.16243,2.26571,42.43334
10.16255,2.28571,42.45334
10.16267,2.30570,42.47333
10.16279,2.32549,42.49333
10.16295,2.34526,42.51333
10.16311,2.36535,42.53333
10.16325,2.38557,42.55332
10.16337,2.40569,42.57332
10.16349,2.42547,42.59332
10.16365,2.44524,42.61332
10.16381,2.46533,42.63332
10.16395,2.48556,42.65331
10.16407,2.50568,42.67331
10.16419,2.52567,42.69331
10.16431,2.54567,42.71331
10.16443,2.56557,42.73331
10.16457,2.58534,42.75330
10.16473,2.60521,42.77330
10.16489,2.62542,42.79330
10.16501,2.64565,42.81330
10.16513,2.66555,42.83329
10.16527,2.68532,42.85329
10.16543,2.70520,42.87329
10.16559,2.72541,42.89329
10.16571,2.74564,42.91329
10.16583,2.76564,42.93328
10.16595,2.78564,42.95328
10.16607,2.80564,42.97328
10.16619,2.82542,42.99328
10.16635,2.84519,43.01327
10.16651,2.86528,43.03327
10.16665,2.88550,43.05327
10.16677,2.90562,43.07327
10.16689,2.92541,43.09327
10.16705,2.94518,43.11326
10.16721,2.96527,43.13326
10.16735,2.98549,43.15326
10.16747,3.00561,43.17326
10.16759,3.02561,43.19325
10.16771,3.04561,43.21325
10.16783,3.06550,43.23325
10.16797,3.08527,43.25325
10.16813,3.10515,43.27325
10.16829,3.12536,43.29324
10.16841,3.14558,43.31324
10.16853,3.16549,43.33324
10.16867,3.18526,43.35324
10.16883,3.20513,43.37324
10.16899,3.22535,43.39323
10.16911,3.24557,43.41323
10.16923,3.26558,43.43323
10.16935,3.28557,43.45323
10.16947,3.30557,43.47322
10.16959,3.32535,43.49322
10.16975,3.34513,43.51322
10.16991,3.36521,43.53322
10.17005,3.38544,43.55322
10.17017,3.40556,43.57321
10.17029,3.42534,43.59321
10.17045,3.44511,43.61321
10.17061,3.46520,43.63321
10.17075,3.48542,43.65320
10.17087,3.50554,43.67320
10.17099,3.52554,43.69320
10.17111,3.54554,43.71320
10.17123,3.56543,43.73320
10.17137,3.58521,43.75319
10.17153,3.60508,43.77319
10.17169,3.62529,43.79319
10.17181,3.64551,43.81319
10.17193,3.66542,43.83318
10.17207,3.68519,43.85318
10.17223,3.70507,43.87318
10.17239,3.72528,43.89318
10.17251,3.74550,43.91318
10.17263,3.76551,43.93317
10.17275,3.78551,43.95317
10.17287,3.80550,43.97317
10.17299,3.82529,43.99317
10.17315,3.84506,44.01316
10.17331,3.86515,44.03316
10.17345,3.88537,44.05316
10.17357,3.90549,44.07316
10.17369,3.92527,44.09316
10.17385,3.94505,44.11315
10.17401,3.96513,44.13315
10.17415,3.98536,44.15315
10.17427,4.00548,44.17315
10.17439,4.02526,44.19315
10.17455,4.04503,44.21314
10.17471,4.06512,44.23314
10.17485,4.08534,44.25314
10.17497,4.10546,44.27314
10.17509,4.12546,44.29313
10.17521,4.14546,44.31313
10.17533,4.16535,44.33313
10.17547,4.18513,44.35313
10.17562,4.20500,44.37313
10.17579,4.22521,44.39312
10.17591,4.24543,44.41312
10.17603,4.26534,44.43312
10.17617,4.28511,44.45312
10.17632,4.30499,44.47311
10.17649,4.32520,44.49311
10.17661,4.34542,44.51311
10.17673,4.36543,44.53311
10.17685,4.38543,44.55311
10.17697,4.40542,44.57310
10.17709,4.42521,44.59310
10.17724,4.44498,44.61310
10.17741,4.46507,44.63310
10.17755,4.48529,44.65309
10.17767,4.50541,44.67309
10.17779,4.52519,44.69309
10.17794,4.54497,44.71309
10.17811,4.56505,44.73309
10.17825,4.58528,44.75308
10.17837,4.60540,44.77308
10.17849,4.62539,44.79308
10.17861,4.64539,44.81308
10.17873,4.66529,44.83308
10.17887,4.68506,44.85307
10.17902,4.70493,44.87307
10.17919,4.72514,44.89307
10.17931,4.74537,44.91307
10.17943,4.76528,44.93306
10.17957,4.78505,44.95306
10.17972,4.80492,44.97306
10.17989,4.82513,44.99306
10.18001,4.84535,45.01306
10.18013,4.86536,45.03305
10.18025,4.88536,45.05305
10.18037,4.90536,45.07305
10.18049,4.92514,45.09305
10.18064,4.94491,45.11304
10.18080,4.96500,45.13304
10.18095,4.98522,45.15304
10.18107,5.00534,45.17304
10.18119,5.02513,45.19304
10.18134,5.04490,45.21303
10.18150,5.06499,45.23303
10.18165,5.08521,45.25303
10.18177,5.10533,45.27303
10.18189,5.12533,45.29302
10.18201,5.14533,45.31302
10.18213,5.16522,45.33302
10.18226,5.18500,45.35302
10.18242,5.20487,45.37302
10.18259,5.22508,45.39301
10.18271,5.24530,45.41301
10.18283,5.26521,45.43301
10.18296,5.28498,45.45301
10.18312,5.30485,45.47301
10.18329,5.32506,45.49300
10.18341,5.34529,45.51300
10.18353,5.36530,45.53300
10.18365,5.38529,45.55300
10.18377,5.40529,45.57299
10.18389,5.42508,45.59299
10.18404,5.44485,45.61299
10.18420,5.46493,45.63299
10.18435,5.48515,45.65299
10.18447,5.50528,45.67298
10.18459,5.52506,45.69298
10.18474,5.54484,45.71298
10.18490,5.56492,45.73298
10.18505,5.58514,45.75297
10.18517,5.60526,45.77297
10.18529,5.62505,45.79297
10.18544,5.64482,45.81297
10.18560,5.66491,45.83297
10.18575,5.68513,45.85296
10.18587,5.70525,45.87296
10.18599,5.72525,45.89296
10.18611,5.74525,45.91296
10.18623,5.76514,45.93295
10.18636,5.78492,45.95295
10.18652,5.80479,45.97295
10.18668,5.82500,45.99295
10.18681,5.84522,46.01295
10.18693,5.86513,46.03294
10.18706,5.88490,46.05294
10.18722,5.90477,46.07294
10.18738,5.92498,46.09294
10.18751,5.94520,46.11294
10.18763,5.96522,46.13293
10.18775,5.98521,46.15293
10.18787,6.00521,46.17293
10.18799,6.02500,46.19293
10.18814,6.04477,46.21292
10.18830,6.06485,46.23292
10.18845,6.08507,46.25292
10.18857,6.10520,46.27292
10.18869,6.12498,46.29292
10.18884,6.14476,46.31291
10.18900,6.16484,46.33291
10.18915,6.18506,46.35291
10.18927,6.20518,46.37291
10.18939,6.22518,46.39290
10.18951,6.24518,46.41290
10.18963,6.26508,46.43290
10.18976,6.28485,46.45290
10.18992,6.30472,46.47290
10.19008,6.32493,46.49289
10.19021,6.34515,46.51289
10.19033,6.36513,46.53289
10.19045,6.38504,46.55289
10.19059,6.40499,46.57288
10.19072,6.42498,46.59288
10.19086,6.44498,46.61288
