x_m,y_m,s_m
6.12000,4.84667,18.57708
6.12000,4.82667,18.59708
6.12000,4.80668,18.61707
6.12000,4.78668,18.63707
6.12000,4.76668,18.65707
6.12000,4.74668,18.67707
6.12000,4.72669,18.69707
6.12000,4.70669,18.71706
6.12000,4.68669,18.73706
6.12000,4.66669,18.75706
6.12000,4.64669,18.77706
6.12000,4.62670,18.79705
6.12000,4.60670,18.81705
6.12000,4.58670,18.83705
6.12000,4.56670,18.85705
6.12000,4.54670,18.87705
6.12000,4.52671,18.89704
6.12000,4.50671,18.91704
6.12000,4.48671,18.93704
6.12000,4.46671,18.95704
6.12000,4.44672,18.97703
6.12000,4.42672,18.99703
6.12000,4.40672,19.01703
6.12000,4.38672,19.03703
6.12000,4.36672,19.05703
6.12000,4.34673,19.07702
6.12000,4.32673,19.09702
6.12000,4.30673,19.11702
6.12000,4.28673,19.13702
6.12000,4.26674,19.15701
6.12000,4.24674,19.17701
6.12000,4.22674,19.19701
6.12000,4.20674,19.21701
6.12000,4.18674,19.23701
6.12000,4.16675,19.25700
6.12000,4.14675,19.27700
6.12000,4.12675,19.29700
6.12000,4.10675,19.31700
6.12000,4.08676,19.33700
6.12000,4.06676,19.35699
6.12000,4.04676,19.37699
6.12000,4.02676,19.39699
6.12000,4.00676,19.41699
6.12000,3.98791,19.43698
6.11983,3.97039,19.45698
6.11941,3.95173,19.47698
6.11919,3.93780,19.49698
6.11807,3.92417,19.51697
6.11680,3.90771,19.53697
6.11542,3.89481,19.55696
6.11312,3.87874,19.57696
6.11130,3.86524,19.59695
6.10859,3.85214,19.61695
6.10543,3.83634,19.63695
6.10266,3.82454,19.65693
6.09842,3.80934,19.67693
6.09521,3.79723,19.69693
6.09106,3.78571,19.71693
6.08574,3.77049,19.73692
6.08133,3.75910,19.75691
6.07503,3.74460,19.77691
6.07092,3.73460,19.79691
6.06586,3.72548,19.81690
6.05872,3.71209,19.83690
6.05346,3.70312,19.85688
6.04530,3.69069,19.87688
6.03989,3.68200,19.89687
6.03364,3.67436,19.91687
6.02477,3.66302,19.93687
6.01904,3.65637,19.95684
6.00923,3.64631,19.97684
6.00438,3.64077,19.99684
5.99882,3.63663,20.01683
5.98854,3.62807,20.03683
5.98310,3.62406,20.05679
5.97209,3.61713,20.07679
5.96630,3.61298,20.09679
5.96013,3.61036,20.11678
5.94838,3.60456,20.13678
5.94265,3.60215,20.15674
5.93053,3.59812,20.17674
5.92461,3.59566,20.19673
5.91864,3.59481,20.21673
5.90559,3.59200,20.23673
5.89894,3.59097,20.25669
5.88592,3.58993,20.27669
5.87454,3.58876,20.29668
5.86333,3.58879,20.31668
5.84410,3.58860,20.33668
5.82523,3.58850,20.35668
5.80582,3.58850,20.37667
5.78582,3.58850,20.39667
5.76582,3.58850,20.41667
5.74582,3.58850,20.43667
5.72582,3.58850,20.45667
5.70583,3.58850,20.47666
5.68583,3.58850,20.49666
5.66583,3.58850,20.51666
5.64583,3.58850,20.53666
5.62583,3.58850,20.55665
5.60584,3.58850,20.57665
5.58584,3.58850,20.59665
5.56584,3.58850,20.61665
5.54584,3.58850,20.63665
5.52585,3.58850,20.65664
5.50585,3.58850,20.67664
5.48585,3.58850,20.69664
5.46585,3.58850,20.71664
5.44585,3.58850,20.73663
5.42586,3.58850,20.75663
5.40586,3.58850,20.77663
5.38586,3.58850,20.79663
5.36586,3.58850,20.81663
5.34587,3.58850,20.83662
5.32587,3.58850,20.85662
5.30587,3.58850,20.87662
5.28587,3.58850,20.89662
5.26587,3.58850,20.91661
5.24588,3.58850,20.93661
5.22588,3.58850,20.95661
5.20588,3.58850,20.97661
5.18588,3.58850,20.99661
5.16589,3.58850,21.01660
5.14589,3.58850,21.03660
5.12589,3.58850,21.05660
5.10589,3.58850,21.07660
5.08589,3.58850,21.09660
5.06590,3.58850,21.11659
5.04590,3.58850,21.13659
5.02590,3.58850,21.15659
5.00590,3.58850,21.17659
4.98590,3.58850,21.19658
4.96591,3.58850,21.21658
4.94591,3.58850,21.23658
4.92591,3.58850,21.25658
4.90591,3.58850,21.27658
4.88592,3.58850,21.29657
4.86592,3.58850,21.31657
4.84592,3.58850,21.33657
4.82592,3.58850,21.35657
4.80592,3.58850,21.37656
4.78593,3.58850,21.39656
4.76593,3.58850,21.41656
4.74636,3.58850,21.43656
4.72726,3.58857,21.45656
4.70774,3.58873,21.47655
4.69168,3.58882,21.49655
4.67574,3.58954,21.51655
4.65810,3.59031,21.53655
4.64288,3.59128,21.55654
4.62546,3.59280,21.57654
4.61034,3.59405,21.59654
4.59544,3.59603,21.61653
4.57853,3.59823,21.63653
4.56466,3.60040,21.65652
4.54811,3.60349,21.67652
4.53455,3.60591,21.69652
4.52135,3.60921,21.71651
4.50531,3.61311,21.73651
4.49284,3.61655,21.75650
4.47732,3.62143,21.77650
4.46507,3.62514,21.79650
4.45336,3.62976,21.81649
4.43845,3.63548,21.83649
4.42749,3.64014,21.85647
4.41326,3.64689,21.87647
4.40238,3.65186,21.89647
4.39221,3.65774,21.91647
4.37836,3.66551,21.93646
4.36839,3.67160,21.95645
4.35541,3.68029,21.97645
4.34522,3.68691,21.99644
4.33585,3.69431,22.01644
4.32325,3.70403,22.03644
4.31415,3.71158,22.05642
4.30249,3.72211,22.07642
4.29295,3.73051,22.09642
4.28428,3.73954,22.11642
4.27282,3.75127,22.13641
4.26415,3.76070,22.15640
4.25362,3.77303,22.17640
4.24469,3.78330,22.19640
4.23660,3.79405,22.21639
4.22615,3.80776,22.23639
4.21763,3.81949,22.25638
4.20796,3.83361,22.27638
4.19961,3.84565,22.29638
4.19203,3.85802,22.31638
4.18234,3.87371,22.33637
4.17360,3.88827,22.35637
4.16435,3.90420,22.37637
4.15582,3.91884,22.39637
4.14776,3.93366,22.41636
4.13831,3.95103,22.43636
4.12891,3.96834,22.45636
4.11947,3.98579,22.47636
4.11005,4.00321,22.49635
4.10066,4.02064,22.51635
4.09181,4.03706,22.53635
4.08384,4.05228,22.55635
4.07548,4.06880,22.57634
4.06675,4.08602,22.59634
4.05813,4.10329,22.61634
4.04924,4.12112,22.63634
4.04036,4.13893,22.65634
4.03147,4.15678,22.67633
4.02295,4.17390,22.69633
4.01458,4.19105,22.71633
4.00616,4.20832,22.73633
3.99821,4.22490,22.75632
3.99006,4.24224,22.77632
3.98160,4.26024,22.79632
3.97315,4.27825,22.81632
3.96468,4.29631,22.83632
3.95623,4.31433,22.85631
3.94778,4.33240,22.87631
3.93992,4.34918,22.89631
3.93231,4.36603,22.91631
3.92423,4.38391,22.93630
3.91634,4.40152,22.95630
3.90837,4.41945,22.97630
3.90025,4.43773,22.99630
3.89214,4.45600,23.01630
3.88406,4.47419,23.03629
3.87604,4.49228,23.05629
3.86800,4.51047,23.07629
3.86050,4.52742,23.09629
3.85325,4.54443,23.11628
3.84547,4.56270,23.13628
3.83773,4.58092,23.15628
3.82996,4.59923,23.17628
3.82211,4.61774,23.19628
3.81424,4.63626,23.21627
3.80644,4.65461,23.23627
3.79867,4.67291,23.25627
3.79089,4.69126,23.27627
3.78365,4.70833,23.29627
3.77666,4.72545,23.31626
3.76908,4.74401,23.33626
3.76143,4.76271,23.35626
3.75379,4.78132,23.37626
3.74625,4.79971,23.39625
3.73872,4.81810,23.41625
3.73117,4.83657,23.43625
3.72363,4.85500,23.45625
3.71609,4.87347,23.47625
3.70890,4.89109,23.49624
3.70188,4.90874,23.51624
3.69453,4.92720,23.53624
3.68723,4.94559,23.55624
3.67991,4.96408,23.57623
3.67245,4.98294,23.59623
3.66494,5.00179,23.61623
3.65758,5.02025,23.63623
3.65030,5.03856,23.65623
3.64300,5.05701,23.67622
3.63590,5.07497,23.69622
3.62891,5.09294,23.71622
3.62168,5.11156,23.73622
3.61444,5.13020,23.75621
3.60720,5.14885,23.77621
3.59996,5.16749,23.79621
3.59272,5.18613,23.81621
3.58548,5.20477,23.83621
3.57824,5.22341,23.85620
3.57100,5.24205,23.87620
3.56396,5.26017,23.89620
3.55702,5.27830,23.91620
3.54991,5.29691,23.93619
3.54282,5.31547,23.95619
3.53572,5.33409,23.97619
3.52860,5.35278,23.99619
3.52148,5.37146,24.01619
3.51432,5.39024,24.03618
3.50710,5.40912,24.05618
3.49991,5.42789,24.07618
3.49289,5.44619,24.09618
3.48595,5.46449,24.11618
3.47892,5.48305,24.13617
3.47196,5.50149,24.15617
3.46497,5.52006,24.17617
3.45786,5.53897,24.19617
3.45071,5.55787,24.21616
3.44364,5.57658,24.23616
3.43656,5.59529,24.25616
3.42949,5.61399,24.27616
3.42249,5.63251,24.29616
3.41552,5.65103,24.31615
3.40848,5.66974,24.33615
3.40144,5.68846,24.35615
3.39440,5.70718,24.37615
3.38737,5.72589,24.39614
3.38033,5.74461,24.41614
3.37329,5.76333,24.43614
3.36625,5.78205,24.45614
3.35921,5.80077,24.47614
3.35207,5.81975,24.49613
3.34488,5.83872,24.51613
3.33780,5.85739,24.53613
3.33075,5.87602,24.55613
3.32369,5.89468,24.57612
3.31669,5.91320,24.59612
3.30972,5.93172,24.61612
3.30264,5.95056,24.63612
3.29548,5.96954,24.65612
3.28833,5.98838,24.67611
3.28120,6.00720,24.69611
3.27405,6.02601,24.71611
3.26692,6.04474,24.73611
3.25978,6.06351,24.75611
3.25264,6.08224,24.77610
3.24552,6.10092,24.79610
3.23840,6.11961,24.81610
3.23124,6.13839,24.83610
3.22402,6.15726,24.85609
3.21683,6.17604,24.87609
3.20957,6.19498,24.89609
3.20226,6.21390,24.91609
3.19503,6.23262,24.93609
3.18777,6.25139,24.95608
3.18052,6.27010,24.97608
3.17333,6.28863,24.99608
3.16617,6.30717,25.01608
3.15885,6.32612,25.03607
3.15133,6.34542,25.05607
3.14387,6.36439,25.07607
3.13640,6.38337,25.09607
3.12885,6.40234,25.11607
3.12144,6.42097,25.13606
3.11401,6.43963,25.15606
3.10659,6.45825,25.17606
3.09914,6.47693,25.19606
3.09167,6.49562,25.21605
3.08409,6.51456,25.23605
3.07626,6.53392,25.25605
3.06851,6.55287,25.27605
3.06079,6.57175,25.29605
3.05299,6.59061,25.31604
3.04531,6.60920,25.33604
3.03757,6.62787,25.35604
3.02986,6.64644,25.37604
3.02192,6.66553,25.39603
3.01386,6.68460,25.41603
3.00591,6.70338,25.43603
2.99775,6.72251,25.45603
2.98966,6.74127,25.47603
2.98155,6.76007,25.49602
2.97335,6.77886,25.51602
2.96515,6.79763,25.53602
2.95667,6.81684,25.55602
2.94828,6.83559,25.57601
2.93955,6.85509,25.59601
2.93058,6.87453,25.61601
2.92216,6.89273,25.63601
2.91376,6.91088,25.65601
2.90537,6.92903,25.67600
2.89595,6.94936,25.69600
2.88608,6.96959,25.71600
2.87703,6.98806,25.73600
2.86771,7.00688,25.75599
2.85850,7.02525,25.77599
2.84911,7.04399,25.79599
2.83954,7.06269,25.81599
2.82960,7.08207,25.83599
2.81841,7.10310,25.85598
2.80769,7.12240,25.87598
2.79745,7.14081,25.89598
2.78702,7.15916,25.91597
2.77634,7.17791,25.93597
2.76453,7.19802,25.95597
2.75320,7.21663,25.97597
2.74221,7.23469,25.99596
2.73101,7.25268,26.01596
2.71978,7.27067,26.03596
2.70765,7.28968,26.05596
2.69593,7.30757,26.07595
2.68444,7.32510,26.09595
2.67278,7.34256,26.11595
2.66088,7.36037,26.13595
2.64783,7.37938,26.15594
2.63531,7.39707,26.17594
2.62305,7.41436,26.19594
2.61059,7.43158,26.21594
2.59802,7.44890,26.23593
2.58434,7.46729,26.25593
2.57122,7.48443,26.27593
2.55746,7.50238,26.29593
2.54323,7.52012,26.31592
2.52980,7.53679,26.33592
2.51527,7.55442,26.35592
2.50133,7.57087,26.37591
2.48621,7.58867,26.39591
2.47049,7.60616,26.41591
2.45547,7.62278,26.43591
2.43839,7.64094,26.45590
2.42248,7.65710,26.47590
2.40542,7.67435,26.49590
2.38763,7.69112,26.51589
2.37103,7.70666,26.53589
2.35197,7.72372,26.55588
2.33441,7.73864,26.57588
2.31419,7.75565,26.59588
2.29292,7.77181,26.61588
2.27396,7.78600,26.63587
2.25154,7.80177,26.65586
2.23142,7.81492,26.67586
2.20680,7.83073,26.69586
2.18078,7.84500,26.71585
2.15868,7.85678,26.73585
2.13152,7.86988,26.75583
2.10803,7.87991,26.77582
2.07813,7.89222,26.79582
2.04673,7.90199,26.81581
2.02137,7.90937,26.83581
1.98955,7.91693,26.85578
1.96309,7.92167,26.87578
1.93043,7.92699,26.89577
1.89691,7.92927,26.91577
1.87111,7.93055,26.93576
1.83964,7.93068,26.95574
1.81351,7.92945,26.97573
1.78308,7.92768,26.99573
1.75250,7.92352,27.01573
1.72907,7.92003,27.03572
1.70243,7.91528,27.05571
1.67918,7.91037,27.07571
1.65570,7.90534,27.09571
1.63227,7.89951,27.11570
1.60805,7.89337,27.13570
1.57895,7.88468,27.15568
1.55484,7.87625,27.17568
1.52131,7.86385,27.19567
1.48889,7.84764,27.21567
1.46554,7.83529,27.23566
1.43761,7.81868,27.25563
1.41554,7.80387,27.27563
1.38955,7.78593,27.29563
1.36492,7.76567,27.31562
1.34589,7.74957,27.33562
1.32399,7.72950,27.35560
1.30623,7.71177,27.37560
1.28661,7.69189,27.39559
1.26809,7.67071,27.41559
1.25243,7.65250,27.43559
1.23490,7.63070,27.45557
1.22043,7.61137,27.47557
1.20384,7.58889,27.49557
1.18855,7.56530,27.51557
1.17581,7.54530,27.53556
1.16181,7.52179,27.55555
1.15030,7.50093,27.57555
1.13751,7.47748,27.59555
1.12591,7.45328,27.61554
1.11586,7.43201,27.63554
1.10503,7.40722,27.65553
1.09624,7.38524,27.67553
1.08646,7.36046,27.69553
1.07794,7.33508,27.71552
1.07066,7.31298,27.73552
1.06304,7.28756,27.75551
1.05698,7.26496,27.77551
1.05017,7.23904,27.79551
1.04470,7.21267,27.81550
1.04012,7.18992,27.83550
1.03561,7.16392,27.85549
1.03228,7.14084,27.87549
1.02859,7.11445,27.89549
1.02626,7.08776,27.91548
1.02439,7.06478,27.93548
1.02293,7.03873,27.95547
1.02226,7.01559,27.97547
1.02161,6.98942,27.99547
1.02223,6.96312,28.01546
1.02291,6.93985,28.03546
1.02440,6.91337,28.05545
1.02639,6.89008,28.07545
1.02873,6.86395,28.09545
1.03236,6.83787,28.11544
1.03564,6.81513,28.13544
1.03998,6.78954,28.15543
1.04444,6.76690,28.17543
1.04964,6.74112,28.19543
1.05612,6.71554,28.21543
1.06192,6.69311,28.23542
1.06921,6.66775,28.25541
1.07627,6.64554,28.27541
1.08452,6.62005,28.29541
1.09414,6.59493,28.31541
1.10251,6.57342,28.33540
1.11262,6.54931,28.35539
1.12216,6.52819,28.37539
1.13182,6.50690,28.39539
1.14210,6.48585,28.41539
1.15172,6.46623,28.43538
1.16249,6.44511,28.45538
1.17277,6.42575,28.47538
1.18367,6.40530,28.49538
1.19513,6.38510,28.51537
1.20542,6.36703,28.53537
1.21617,6.34841,28.55537
1.22669,6.33049,28.57537
1.23833,6.31070,28.59536
1.25048,6.29117,28.61536
1.26132,6.27378,28.63536
1.27246,6.25607,28.65536
1.28344,6.23878,28.67536
1.29502,6.22055,28.69535
1.30686,6.20247,28.71535
1.31814,6.18526,28.73535
1.32981,6.16765,28.75535
1.34126,6.15056,28.77534
1.35294,6.13313,28.79534
1.36477,6.11578,28.81534
1.37628,6.09893,28.83534
1.38807,6.08179,28.85533
1.39971,6.06501,28.87533
1.41128,6.04833,28.89533
1.42290,6.03167,28.91533
1.43448,6.01506,28.93533
1.44624,5.99828,28.95532
1.45790,5.98172,28.97532
1.46959,5.96511,28.99532
1.48133,5.94854,29.01532
1.49298,5.93209,29.03532
1.50475,5.91553,29.05531
1.51644,5.89911,29.07531
1.52815,5.88268,29.09531
1.53989,5.86626,29.11531
1.55147,5.85007,29.13530
1.56298,5.83394,29.15530
1.57453,5.81773,29.17530
1.58614,5.80144,29.19530
1.59774,5.78516,29.21530
1.60926,5.76899,29.23529
1.62066,5.75295,29.25529
1.63213,5.73676,29.27529
1.64351,5.72069,29.29529
1.65484,5.70460,29.31528
1.66635,5.68825,29.33528
1.67786,5.67190,29.35528
1.68938,5.65555,29.37528
1.70044,5.63985,29.39528
1.71137,5.62408,29.41527
1.72271,5.60774,29.43527
1.73398,5.59145,29.45527
1.74530,5.57508,29.47527
1.75587,5.55978,29.49526
1.76622,5.54438,29.51526
1.77736,5.52781,29.53526
1.78852,5.51121,29.55526
1.79968,5.49462,29.57526
1.81006,5.47919,29.59525
1.82022,5.46365,29.61525
1.83105,5.44709,29.63525
1.84176,5.43065,29.65525
1.85254,5.41404,29.67525
1.86267,5.39845,29.69524
1.87258,5.38275,29.71524
1.88298,5.36627,29.73524
1.89306,5.35016,29.75524
1.90330,5.33360,29.77523
1.91315,5.31769,29.79523
1.92280,5.30169,29.81523
1.93276,5.28517,29.83523
1.94225,5.26921,29.85522
1.95198,5.25260,29.87522
1.96140,5.23651,29.89522
1.97060,5.22035,29.91522
1.98003,5.20380,29.93522
1.98884,5.18802,29.95521
1.99795,5.17135,29.97521
2.00684,5.15510,29.99521
2.01549,5.13876,30.01521
2.02430,5.12213,30.03520
2.03236,5.10651,30.05520
2.04077,5.08977,30.07520
2.04900,5.07340,30.09520
2.05696,5.05693,30.11519
2.06506,5.04016,30.13519
2.07235,5.02462,30.15519
2.07998,5.00775,30.17519
2.08743,4.99133,30.19518
2.09455,4.97481,30.21518
2.10181,4.95800,30.23518
2.10816,4.94269,30.25517
2.11485,4.92576,30.27517
2.12117,4.90982,30.29517
2.12703,4.89378,30.31517
2.13339,4.87643,30.33517
2.13901,4.86045,30.35516
2.14485,4.84302,30.37516
2.14988,4.82815,30.39516
2.15423,4.81319,30.41516
2.15942,4.79544,30.43515
2.16401,4.77898,30.45515
2.16873,4.76111,30.47515
2.17258,4.74677,30.49514
2.17563,4.73239,30.51514
2.17953,4.71423,30.53514
2.18296,4.69732,30.55514
2.18641,4.67909,30.57513
2.18917,4.66490,30.59513
2.19106,4.65073,30.61513
2.19368,4.63171,30.63513
2.19611,4.61324,30.65512
2.19850,4.59411,30.67512
2.20043,4.57911,30.69512
2.20159,4.56415,30.71512
2.20314,4.54485,30.73511
2.20456,4.52601,30.75511
2.20592,4.50665,30.77511
2.20705,4.49110,30.79511
2.20749,4.47563,30.81511
2.20807,4.45618,30.83510
2.20857,4.43708,30.85510
2.20900,4.41756,30.87510
2.20939,4.40086,30.89510
2.20925,4.38423,30.91509
2.20910,4.36486,30.93509
2.20886,4.34599,30.95509
2.20851,4.32658,30.97509
2.20821,4.30922,30.99509
2.20748,4.29195,31.01508
2.20666,4.27246,31.03508
2.20578,4.25337,31.05508
2.20481,4.23387,31.07508
2.20394,4.21630,31.09507
2.20268,4.19883,31.11507
2.20126,4.17917,31.13507
2.19982,4.15969,31.15507
2.19832,4.14000,31.17507
2.19695,4.12202,31.19506
2.19526,4.10412,31.21506
2.19343,4.08469,31.23506
2.19156,4.06571,31.25506
2.18957,4.04629,31.27505
2.18767,4.02770,31.29505
2.18554,4.00917,31.31505
2.18332,3.98977,31.33505
2.18107,3.97082,31.35504
2.17869,3.95146,31.37504
2.17633,3.93225,31.39504
2.17386,3.91308,31.41504
2.17137,3.89380,31.43504
2.16887,3.87512,31.45503
2.16619,3.85591,31.47503
2.16349,3.83653,31.49503
2.16072,3.81718,31.51503
2.15796,3.79793,31.53502
2.15519,3.77929,31.55502
2.15224,3.76012,31.57502
2.14919,3.74032,31.59502
2.14615,3.72052,31.61502
2.14319,3.70120,31.63501
2.14022,3.68239,31.65501
2.13710,3.66315,31.67501
2.13389,3.64338,31.69501
2.13069,3.62360,31.71500
2.12756,3.60429,31.73500
2.12444,3.58547,31.75500
2.12116,3.56624,31.77500
2.11781,3.54653,31.79500
2.11445,3.52682,31.81499
2.11109,3.50712,31.83499
2.10773,3.48744,31.85499
2.10437,3.46775,31.87499
2.10104,3.44821,31.89498
2.09767,3.42869,31.91498
2.09427,3.40899,31.93498
2.09088,3.38928,31.95498
2.08748,3.36957,31.97498
2.08408,3.34987,31.99497
2.08068,3.33016,32.01497
2.07727,3.31035,32.03497
2.07385,3.29042,32.05497
2.07047,3.27059,32.07497
2.06704,3.25045,32.09496
2.06368,3.23029,32.11496
2.06038,3.21045,32.13496
2.05708,3.19050,32.15496
2.05382,3.17065,32.17495
2.05051,3.15046,32.19495
2.04727,3.13023,32.21495
2.04404,3.11006,32.23495
2.04082,3.08943,32.25495
2.03775,3.06919,32.27494
2.03468,3.04896,32.29494
2.03169,3.02870,32.31494
2.02868,3.00829,32.33494
2.02568,2.98716,32.35493
2.02290,2.96664,32.37493
2.02016,2.94636,32.39493
2.01750,2.92606,32.41493
2.01476,2.90518,32.43493
2.01208,2.88308,32.45492
2.00974,2.86201,32.47492
2.00745,2.84127,32.49492
2.00531,2.82049,32.51492
2.00313,2.79919,32.53491
2.00106,2.77633,32.55491
1.99942,2.75482,32.57491
1.99775,2.73272,32.59491
1.99648,2.71052,32.61490
1.99530,2.68953,32.63490
1.99425,2.66752,32.65490
1.99345,2.64645,32.67490
1.99256,2.62149,32.69489
1.99266,2.59632,32.71489
1.99284,2.57425,32.73489
1.99344,2.55021,32.75488
1.99441,2.52806,32.77488
1.99552,2.50373,32.79488
1.99751,2.47930,32.81488
1.99942,2.45681,32.83487
2.00208,2.43176,32.85487
2.00502,2.40919,32.87486
2.00817,2.38544,32.89486
2.01210,2.36166,32.91486
2.01572,2.34022,32.93486
2.01994,2.31716,32.95485
2.02422,2.29575,32.97485
2.02895,2.27226,32.99485
2.03447,2.24880,33.01485
2.03962,2.22720,33.03484
2.04573,2.20351,33.05484
2.05178,2.18193,33.07483
2.05865,2.15767,33.09483
2.06659,2.13353,33.11483
2.07382,2.11186,33.13483
2.08252,2.08770,33.15482
2.09088,2.06623,33.17482
2.10050,2.04185,33.19481
2.11138,2.01776,33.21481
2.12122,1.99634,33.23481
2.13326,1.97202,33.25480
2.14450,1.95104,33.27479
2.15797,1.92629,33.29479
2.17311,1.90217,33.31479
2.18606,1.88197,33.33479
2.20186,1.85895,33.35477
2.21629,1.83947,33.37477
2.23295,1.81728,33.39477
2.25106,1.79591,33.41476
2.26692,1.77753,33.43476
2.28633,1.75654,33.45474
2.30370,1.73916,33.47474
2.32341,1.71969,33.49474
2.34443,1.70125,33.51474
2.36221,1.68590,33.53473
2.38304,1.66891,33.55472
2.40183,1.65453,33.57472
2.42260,1.63878,33.59472
2.44425,1.62393,33.61471
2.46280,1.61136,33.63471
2.48354,1.59788,33.65471
2.50268,1.58602,33.67470
2.52294,1.57351,33.69470
2.54370,1.56159,33.71470
2.56224,1.55100,33.73470
2.58200,1.53999,33.75469
2.60081,1.52981,33.77469
2.61925,1.51984,33.79469
2.63781,1.51000,33.81469
2.65718,1.49976,33.83468
2.67860,1.48888,33.85468
2.69852,1.47921,33.87468
2.72145,1.46818,33.89467
2.74502,1.45807,33.91467
2.76592,1.44923,33.93467
2.78947,1.43986,33.95466
2.81089,1.43194,33.97466
2.83465,1.42324,33.99466
2.85893,1.41550,34.01465
2.88037,1.40877,34.03465
2.90428,1.40179,34.05465
2.92612,1.39594,34.07464
2.95000,1.38961,34.09464
2.97425,1.38416,34.11464
2.99572,1.37942,34.13464
3.01916,1.37463,34.15463
3.04087,1.37061,34.17463
3.06441,1.36629,34.19463
3.08821,1.36271,34.21462
3.10994,1.35951,34.23462
3.13361,1.35640,34.25462
3.15552,1.35392,34.27461
3.17911,1.35130,34.29461
3.20287,1.34938,34.31461
3.22471,1.34768,34.33461
3.24847,1.34621,34.35460
3.27049,1.34523,34.37460
3.29396,1.34422,34.39460
3.31756,1.34389,34.41460
3.33935,1.34363,34.43459
3.36295,1.34370,34.45459
3.38485,1.34413,34.47459
3.40834,1.34463,34.49458
3.43191,1.34581,34.51458
3.45369,1.34695,34.53458
3.47724,1.34853,34.55457
3.49908,1.35036,34.57457
3.52227,1.35234,34.59457
3.54550,1.35496,34.61457
3.56716,1.35745,34.63457
3.59058,1.36050,34.65456
3.61227,1.36369,34.67456
3.63555,1.36715,34.69456
3.65884,1.37131,34.71455
3.68032,1.37520,34.73455
3.70353,1.37977,34.75455
3.72500,1.38437,34.77454
3.74830,1.38941,34.79454
3.77157,1.39521,34.81454
3.79298,1.40061,34.83454
3.81628,1.40692,34.85453
3.83760,1.41313,34.87453
3.86201,1.42031,34.89453
3.88624,1.42860,34.91453
3.90937,1.43666,34.93452
3.93662,1.44731,34.95450
3.95946,1.45735,34.97450
3.98500,1.46879,34.99450
4.01003,1.48190,35.01450
4.03083,1.49301,35.03449
4.05432,1.50643,35.05448
4.07456,1.51887,35.07448
4.09630,1.53236,35.09448
4.11755,1.54688,35.11447
4.13583,1.55949,35.13447
4.15563,1.57368,35.15447
4.17351,1.58704,35.17446
4.19219,1.60104,35.19446
4.21057,1.61564,35.21446
4.22737,1.62904,35.23446
4.24511,1.64354,35.25445
4.26160,1.65740,35.27445
4.27831,1.67146,35.29445
4.29485,1.68582,35.31445
4.31049,1.69943,35.33444
4.32658,1.71360,35.35444
4.34206,1.72743,35.37444
4.35779,1.74147,35.39444
4.37341,1.75568,35.41443
4.38827,1.76922,35.43443
4.40316,1.78280,35.45443
4.41799,1.79634,35.47443
4.43264,1.80972,35.49443
4.44732,1.82309,35.51442
4.46198,1.83645,35.53442
4.47654,1.84967,35.55442
4.49123,1.86297,35.57442
4.50515,1.87558,35.59442
4.51918,1.88801,35.61441
4.53357,1.90074,35.63441
4.54742,1.91284,35.65441
4.56193,1.92532,35.67441
4.57580,1.93726,35.69440
4.58981,1.94894,35.71440
4.60438,1.96109,35.73440
4.61825,1.97244,35.75440
4.63298,1.98426,35.77439
4.64626,1.99495,35.79439
4.65976,2.00518,35.81439
4.67423,2.01617,35.83439
4.68736,2.02583,35.85438
4.70208,2.03624,35.87438
4.71518,2.04556,35.89438
4.72852,2.05429,35.91438
4.74335,2.06402,35.93437
4.75641,2.07224,35.95437
4.77149,2.08126,35.97436
4.78436,2.08903,35.99436
4.79746,2.09605,36.01436
4.81259,2.10422,36.03436
4.82538,2.11073,36.05435
4.84074,2.11801,36.07435
4.85349,2.12417,36.09434
4.86641,2.12942,36.11434
4.88168,2.13573,36.13434
4.89384,2.14033,36.15433
4.90925,2.14555,36.17433
4.92123,2.14975,36.19432
4.93329,2.15287,36.21432
4.94963,2.15726,36.23432
4.96318,2.16052,36.25431
4.97960,2.16395,36.27431
4.99642,2.16750,36.29430
5.01323,2.17058,36.31430
5.03141,2.17392,36.33430
5.04817,2.17678,36.35429
5.06635,2.17960,36.37429
5.08328,2.18226,36.39429
5.10018,2.18444,36.41429
5.11844,2.18680,36.43429
5.13515,2.18873,36.45428
5.15336,2.19056,36.47428
5.17024,2.19227,36.49428
5.18706,2.19348,36.51427
5.20531,2.19481,36.53427
5.22188,2.19577,36.55427
5.24005,2.19653,36.57427
5.25722,2.19727,36.59426
5.27429,2.19754,36.61426
5.29282,2.19784,36.63426
5.30989,2.19791,36.65426
5.32832,2.19772,36.67425
5.34550,2.19756,36.69425
5.36255,2.19695,36.71425
5.38118,2.19628,36.73425
5.39847,2.19546,36.75424
5.41700,2.19435,36.77424
5.43456,2.19331,36.79424
5.45200,2.19187,36.81424
5.47090,2.19032,36.83423
5.48878,2.18870,36.85423
5.50759,2.18680,36.87423
5.52577,2.18498,36.89423
5.54386,2.18287,36.91422
5.56282,2.18066,36.93422
5.58087,2.17842,36.95422
5.59973,2.17591,36.97422
5.61846,2.17342,36.99421
5.63712,2.17074,37.01421
5.65613,2.16802,37.03421
5.67430,2.16529,37.05421
5.69319,2.16230,37.07421
5.71213,2.15931,37.09420
5.73101,2.15617,37.11420
5.75027,2.15298,37.13420
5.76904,2.14979,37.15420
5.78823,2.14643,37.17419
5.80730,2.14310,37.19419
