x_m,y_m,s_m
5.90637,2.58248,37.21419
5.92650,2.57884,37.23419
5.94707,2.57504,37.25419
5.96721,2.57123,37.27418
5.98728,2.56742,37.29418
6.00735,2.56355,37.31418
6.02720,2.55970,37.33418
6.04726,2.55579,37.35417
6.06711,2.55186,37.37417
6.08698,2.54794,37.39417
6.10685,2.54397,37.41417
6.12656,2.54002,37.43417
6.14639,2.53604,37.45416
6.16611,2.53206,37.47416
6.18612,2.52801,37.49416
6.20614,2.52389,37.51416
6.22586,2.51982,37.53415
6.24571,2.51571,37.55415
6.26542,2.51160,37.57415
6.28496,2.50752,37.59415
6.30449,2.50346,37.61415
6.32409,2.49938,37.63414
6.34371,2.49529,37.65414
6.36331,2.49120,37.67414
6.38305,2.48708,37.69414
6.40279,2.48293,37.71414
6.42239,2.47882,37.73413
6.44200,2.47469,37.75413
6.46160,2.47056,37.77413
6.48096,2.46648,37.79413
6.50032,2.46244,37.81412
6.52018,2.45830,37.83412
6.54039,2.45403,37.85412
6.56029,2.44975,37.87412
6.58332,2.44478,37.89412
6.60634,2.43910,37.91411
6.62618,2.43415,37.93411
6.64620,2.42910,37.95411
6.66592,2.42406,37.97411
6.69055,2.41769,37.99410
6.71511,2.41020,38.01410
6.73514,2.40398,38.03410
6.75569,2.39746,38.05410
6.77552,2.39101,38.07409
6.79589,2.38437,38.09409
6.81624,2.37746,38.11409
6.83677,2.37046,38.13409
6.85895,2.36255,38.15408
6.87948,2.35484,38.17408
6.89884,2.34756,38.19408
6.91818,2.34015,38.21408
6.93739,2.33279,38.23407
6.95716,2.32510,38.25407
6.97637,2.31750,38.27407
6.99667,2.30946,38.29407
7.01692,2.30107,38.31406
7.03562,2.29330,38.33406
7.05443,2.28545,38.35406
7.07306,2.27763,38.37406
7.09242,2.26951,38.39406
7.11174,2.26120,38.41405
7.13069,2.25304,38.43405
7.15021,2.24452,38.45405
7.16913,2.23611,38.47405
7.18749,2.22796,38.49404
7.20584,2.21979,38.51404
7.22437,2.21154,38.53404
7.24318,2.20311,38.55404
7.26171,2.19474,38.57404
7.28081,2.18611,38.59403
7.29988,2.17730,38.61403
7.31819,2.16883,38.63403
7.33660,2.16029,38.65403
7.35488,2.15177,38.67402
7.37275,2.14345,38.69402
7.39062,2.13518,38.71402
7.40918,2.12660,38.73402
7.42820,2.11770,38.75402
7.44677,2.10891,38.77401
7.46511,2.10023,38.79401
7.48343,2.09150,38.81401
7.50137,2.08295,38.83401
7.51916,2.07449,38.85400
7.53709,2.06600,38.87400
7.55560,2.05724,38.89400
7.57409,2.04839,38.91400
7.59214,2.03974,38.93400
7.61018,2.03110,38.95399
7.62822,2.02247,38.97399
7.64643,2.01374,38.99399
7.66463,2.00499,39.01399
7.68258,1.99635,39.03398
7.70042,1.98778,39.05398
7.71836,1.97919,39.07398
7.73665,1.97043,39.09398
7.75494,1.96162,39.11398
7.77284,1.95298,39.13397
7.79059,1.94445,39.15397
7.80848,1.93588,39.17397
7.82652,1.92725,39.19397
7.84455,1.91861,39.21397
7.86259,1.90997,39.23396
7.88062,1.90133,39.25396
7.89866,1.89269,39.27396
7.91626,1.88426,39.29396
7.93388,1.87592,39.31395
7.95193,1.86737,39.33395
7.97001,1.85881,39.35395
7.98808,1.85025,39.37395
8.00598,1.84178,39.39395
8.02389,1.83334,39.41394
8.04197,1.82482,39.43394
8.06006,1.81629,39.45394
8.07815,1.80777,39.47394
8.09537,1.79965,39.49393
8.11262,1.79170,39.51393
8.13070,1.78338,39.53393
8.14879,1.77506,39.55393
8.16691,1.76674,39.57393
8.18534,1.75827,39.59392
8.20376,1.74975,39.61392
8.22156,1.74152,39.63392
8.23891,1.73357,39.65392
8.25667,1.72553,39.67391
8.27401,1.71768,39.69391
8.29138,1.70999,39.71391
8.30971,1.70189,39.73391
8.32818,1.69371,39.75391
8.34656,1.68555,39.77390
8.36458,1.67754,39.79390
8.38260,1.66959,39.81390
8.40022,1.66182,39.83390
8.41708,1.65451,39.85389
8.43467,1.64706,39.87389
8.45264,1.63944,39.89389
8.47062,1.63191,39.91389
8.48913,1.62416,39.93389
8.50776,1.61634,39.95388
8.52630,1.60854,39.97388
8.54385,1.60115,39.99388
8.56142,1.59393,40.01388
8.57920,1.58663,40.03387
8.59624,1.57977,40.05387
8.61401,1.57278,40.07387
8.63218,1.56563,40.09387
8.65035,1.55857,40.11387
8.66897,1.55133,40.13386
8.68761,1.54409,40.15386
8.70625,1.53685,40.17386
8.72274,1.53043,40.19386
8.73926,1.52442,40.21385
8.75742,1.51781,40.23385
8.77511,1.51147,40.25385
8.79334,1.50506,40.27385
8.81202,1.49849,40.29385
8.83069,1.49196,40.31384
8.84908,1.48553,40.33384
8.86691,1.47939,40.35384
8.88526,1.47318,40.37384
8.90139,1.46770,40.39383
8.91751,1.46274,40.41383
8.93625,1.45698,40.43383
8.95490,1.45128,40.45383
8.97378,1.44557,40.47382
8.99298,1.43976,40.49382
9.01218,1.43393,40.51382
9.02900,1.42881,40.53382
9.04304,1.42488,40.55381
9.05954,1.42075,40.57381
9.07853,1.41597,40.59381
9.09752,1.41127,40.61380
9.11679,1.40650,40.63380
9.13594,1.40178,40.65380
9.15522,1.39706,40.67380
9.16916,1.39358,40.69379
9.18296,1.39099,40.71379
9.20158,1.38746,40.73379
9.21964,1.38416,40.75379
9.23845,1.38088,40.77378
9.25819,1.37744,40.79378
9.27793,1.37399,40.81378
9.29392,1.37116,40.83378
9.30535,1.36954,40.85376
9.32061,1.36809,40.87376
9.33925,1.36625,40.89376
9.35783,1.36464,40.91375
9.37638,1.36303,40.93375
9.39340,1.36176,40.95375
9.41173,1.36066,40.97375
9.42362,1.35980,40.99374
9.43506,1.36008,41.01374
9.45418,1.36039,41.03374
9.47328,1.36076,41.05373
9.49277,1.36123,41.07373
9.50681,1.36149,41.09373
9.52044,1.36262,41.11373
9.53397,1.36362,41.13372
9.54019,1.36441,41.15369
9.55232,1.36703,41.17368
9.55657,1.36733,41.19368
9.55955,1.36898,41.21367
9.56993,1.37260,41.23367
9.57164,1.37330,41.25360
9.58037,1.37843,41.27360
9.58391,1.37974,41.29360
9.58587,1.38199,41.31358
9.59537,1.38924,41.33358
9.59837,1.39184,41.35353
9.60611,1.40012,41.37353
9.61095,1.40455,41.39352
9.61420,1.40952,41.41352
9.62260,1.42064,41.43351
9.62714,1.42733,41.45348
9.63399,1.43904,41.47348
9.63943,1.44778,41.49348
9.64355,1.45679,41.51347
9.65021,1.47061,41.53347
9.65448,1.48042,41.55345
9.65977,1.49447,41.57345
9.66453,1.50664,41.59345
9.66824,1.51890,41.61345
9.67328,1.53511,41.63344
9.67709,1.54857,41.65343
9.68117,1.56483,41.67343
9.68470,1.57853,41.69343
9.68733,1.59222,41.71343
9.69075,1.60967,41.73342
9.69348,1.62510,41.75342
9.69619,1.64257,41.77342
9.69861,1.65778,41.79341
9.70029,1.67291,41.81341
9.70232,1.69085,41.83341
9.70388,1.70694,41.85340
9.70527,1.72482,41.87340
9.70659,1.74127,41.89340
9.70733,1.75763,41.91340
9.70818,1.77603,41.93339
9.70874,1.79287,41.95339
9.70906,1.81117,41.97339
9.70941,1.83009,41.99339
9.70956,1.84896,42.01338
9.70972,1.86881,42.03338
9.70986,1.88858,42.05338
9.70998,1.90846,42.07338
9.71010,1.92845,42.09338
9.71022,1.94845,42.11337
9.71034,1.96855,42.13337
9.71048,1.98877,42.15337
9.71064,2.00889,42.17337
9.71080,2.02867,42.19336
9.71092,2.04845,42.21336
9.71104,2.06854,42.23336
9.71118,2.08876,42.25336
9.71134,2.10888,42.27336
9.71150,2.12866,42.29335
9.71162,2.14843,42.31335
9.71174,2.16853,42.33335
9.71188,2.18875,42.35335
9.71204,2.20887,42.37334
9.71220,2.22865,42.39334
9.71232,2.24842,42.41334
9.71244,2.26841,42.43334
9.71256,2.28841,42.45334
9.71268,2.30840,42.47333
9.71280,2.32862,42.49333
9.71296,2.34884,42.51333
9.71312,2.36874,42.53333
9.71326,2.38851,42.55332
9.71338,2.40839,42.57332
9.71350,2.42860,42.59332
9.71366,2.44882,42.61332
9.71382,2.46873,42.63332
9.71396,2.48850,42.65331
9.71408,2.50838,42.67331
9.71420,2.52837,42.69331
9.71432,2.54837,42.71331
9.71444,2.56847,42.73331
9.71458,2.58869,42.75330
9.71474,2.60881,42.77330
9.71490,2.62860,42.79330
9.71502,2.64837,42.81330
9.71514,2.66846,42.83329
9.71528,2.68868,42.85329
9.71544,2.70880,42.87329
9.71560,2.72858,42.89329
9.71572,2.74835,42.91329
9.71584,2.76834,42.93328
9.71596,2.78834,42.95328
9.71608,2.80834,42.97328
9.71620,2.82855,42.99328
9.71636,2.84877,43.01327
9.71652,2.86868,43.03327
9.71666,2.88845,43.05327
9.71678,2.90832,43.07327
9.71690,2.92854,43.09327
9.71706,2.94876,43.11326
9.71722,2.96866,43.13326
9.71736,2.98843,43.15326
9.71748,3.00831,43.17326
9.71760,3.02831,43.19325
9.71772,3.04831,43.21325
9.71784,3.06841,43.23325
9.71798,3.08863,43.25325
9.71814,3.10875,43.27325
9.71830,3.12853,43.29324
9.71842,3.14830,43.31324
9.71854,3.16839,43.33324
9.71868,3.18861,43.35324
9.71884,3.20873,43.37324
9.71900,3.22852,43.39323
9.71912,3.24829,43.41323
9.71924,3.26828,43.43323
9.71936,3.28827,43.45323
9.71948,3.30827,43.47322
9.71960,3.32848,43.49322
9.71976,3.34871,43.51322
9.71992,3.36861,43.53322
9.72006,3.38838,43.55322
9.72018,3.40826,43.57321
9.72030,3.42847,43.59321
9.72046,3.44869,43.61321
9.72062,3.46860,43.63321
9.72076,3.48837,43.65320
9.72088,3.50824,43.67320
9.72100,3.52824,43.69320
9.72112,3.54824,43.71320
9.72124,3.56834,43.73320
9.72138,3.58856,43.75319
9.72154,3.60868,43.77319
9.72170,3.62846,43.79319
9.72182,3.64824,43.81319
9.72194,3.66832,43.83318
9.72208,3.68855,43.85318
9.72224,3.70867,43.87318
9.72240,3.72845,43.89318
9.72252,3.74822,43.91318
9.72264,3.76821,43.93317
9.72276,3.78821,43.95317
9.72288,3.80820,43.97317
9.72300,3.82842,43.99317
9.72316,3.84864,44.01316
9.72332,3.86854,44.03316
9.72346,3.88832,44.05316
9.72358,3.90819,44.07316
9.72370,3.92840,44.09316
9.72386,3.94862,44.11315
9.72402,3.96853,44.13315
9.72416,3.98830,44.15315
9.72428,4.00818,44.17315
9.72440,4.02839,44.19315
9.72456,4.04861,44.21314
9.72472,4.06852,44.23314
9.72486,4.08829,44.25314
9.72498,4.10816,44.27314
9.72510,4.12816,44.29313
9.72522,4.14816,44.31313
9.72534,4.16826,44.33313
9.72548,4.18848,44.35313
9.72564,4.20860,44.37313
9.72580,4.22838,44.39312
9.72592,4.24816,44.41312
9.72604,4.26824,44.43312
9.72618,4.28847,44.45312
9.72634,4.30859,44.47311
9.72650,4.32837,44.49311
9.72662,4.34814,44.51311
9.72674,4.36813,44.53311
9.72686,4.38813,44.55311
9.72698,4.40812,44.57310
9.72710,4.42833,44.59310
9.72726,4.44856,44.61310
9.72742,4.46846,44.63310
9.72756,4.48824,44.65309
9.72768,4.50811,44.67309
9.72780,4.52832,44.69309
9.72796,4.54854,44.71309
9.72812,4.56845,44.73309
9.72826,4.58822,44.75308
9.72838,4.60810,44.77308
9.72850,4.62809,44.79308
9.72862,4.64809,44.81308
9.72874,4.66819,44.83308
9.72888,4.68841,44.85307
9.72904,4.70853,44.87307
9.72920,4.72832,44.89307
9.72932,4.74809,44.91307
9.72944,4.76818,44.93306
9.72958,4.78840,44.95306
9.72974,4.80852,44.97306
9.72990,4.82830,44.99306
9.73002,4.84808,45.01306
9.73014,4.86806,45.03305
9.73026,4.88806,45.05305
9.73038,4.90806,45.07305
9.73050,4.92827,45.09305
9.73066,4.94849,45.11304
9.73082,4.96840,45.13304
9.73096,4.98817,45.15304
9.73108,5.00804,45.17304
9.73120,5.02825,45.19304
9.73136,5.04848,45.21303
9.73152,5.06839,45.23303
9.73166,5.08816,45.25303
9.73178,5.10803,45.27303
9.73190,5.12803,45.29302
9.73202,5.14803,45.31302
9.73214,5.16812,45.33302
9.73228,5.18835,45.35302
9.73244,5.20847,45.37302
9.73260,5.22825,45.39301
9.73272,5.24802,45.41301
9.73284,5.26811,45.43301
9.73298,5.28833,45.45301
9.73314,5.30845,45.47301
9.73330,5.32824,45.49300
9.73342,5.34801,45.51300
9.73354,5.36800,45.53300
9.73366,5.38799,45.55300
9.73378,5.40799,45.57299
9.73390,5.42820,45.59299
9.73406,5.44842,45.61299
9.73422,5.46833,45.63299
9.73436,5.48811,45.65299
9.73448,5.50798,45.67298
9.73460,5.52819,45.69298
9.73476,5.54841,45.71298
9.73492,5.56832,45.73298
9.73506,5.58809,45.75297
9.73518,5.60796,45.77297
9.73530,5.62817,45.79297
9.73546,5.64840,45.81297
9.73562,5.66831,45.83297
9.73576,5.68808,45.85296
9.73588,5.70795,45.87296
9.73600,5.72795,45.89296
9.73612,5.74795,45.91296
9.73624,5.76804,45.93295
9.73638,5.78826,45.95295
9.73654,5.80839,45.97295
9.73670,5.82817,45.99295
9.73682,5.84795,46.01295
9.73694,5.86803,46.03294
9.73708,5.88825,46.05294
9.73724,5.90837,46.07294
9.73740,5.92816,46.09294
9.73752,5.94793,46.11294
9.73764,5.96792,46.13293
9.73776,5.98791,46.15293
9.73788,6.00791,46.17293
9.73800,6.02812,46.19293
9.73816,6.04834,46.21292
9.73832,6.06825,46.23292
9.73846,6.08803,46.25292
9.73858,6.10790,46.27292
9.73870,6.12811,46.29292
9.73886,6.14833,46.31291
9.73902,6.16824,46.33291
9.73916,6.18801,46.35291
9.73928,6.20788,46.37291
9.73940,6.22788,46.39290
9.73952,6.24788,46.41290
9.73964,6.26797,46.43290
9.73978,6.28820,46.45290
9.73994,6.30832,46.47290
9.74010,6.32811,46.49289
9.74022,6.34788,46.51289
9.74034,6.36790,46.53289
9.74046,6.38798,46.55289
9.74060,6.40803,46.57288
9.74073,6.42803,46.59288
9.74087,6.44802,46.61288
