x_m,y_m,s_m
6.57000,4.84667,18.57708
6.57000,4.82667,18.59708
6.57000,4.80668,18.61707
6.57000,4.78668,18.63707
6.57000,4.76668,18.65707
6.57000,4.74668,18.67707
6.57000,4.72669,18.69707
6.57000,4.70669,18.71706
6.57000,4.68669,18.73706
6.57000,4.66669,18.75706
6.57000,4.64669,18.77706
6.57000,4.62670,18.79705
6.57000,4.60670,18.81705
6.57000,4.58670,18.83705
6.57000,4.56670,18.85705
6.57000,4.54670,18.87705
6.57000,4.52671,18.89704
6.57000,4.50671,18.91704
6.57000,4.48671,18.93704
6.57000,4.46671,18.95704
6.57000,4.44672,18.97703
6.57000,4.42672,18.99703
6.57000,4.40672,19.01703
6.57000,4.38672,19.03703
6.57000,4.36672,19.05703
6.57000,4.34673,19.07702
6.57000,4.32673,19.09702
6.57000,4.30673,19.11702
6.57000,4.28673,19.13702
6.57000,4.26674,19.15701
6.57000,4.24674,19.17701
6.57000,4.22674,19.19701
6.57000,4.20674,19.21701
6.57000,4.18674,19.23701
6.57000,4.16675,19.25700
6.57000,4.14675,19.27700
6.57000,4.12675,19.29700
6.57000,4.10675,19.31700
6.57000,4.08676,19.33700
6.57000,4.06676,19.35699
6.57000,4.04676,19.37699
6.57000,4.02676,19.39699
6.57000,4.00676,19.41699
6.57000,3.98562,19.43698
6.56977,3.96315,19.45698
6.56930,3.94183,19.47698
6.56865,3.91577,19.49698
6.56673,3.88953,19.51697
6.56488,3.86611,19.53697
6.56198,3.83926,19.55696
6.55869,3.81573,19.57696
6.55490,3.78963,19.59695
6.54978,3.76351,19.61695
6.54502,3.74010,19.63695
6.53861,3.71300,19.65693
6.53221,3.68965,19.67693
6.52479,3.66320,19.69693
6.51576,3.63696,19.71693
6.50782,3.61445,19.73692
6.49777,3.58858,19.75691
6.48823,3.56635,19.77691
6.47649,3.53962,19.79691
6.46277,3.51344,19.81690
6.45100,3.49159,19.83690
6.43600,3.46612,19.85688
6.42233,3.44504,19.87688
6.40591,3.42022,19.89687
6.38750,3.39637,19.91687
6.37161,3.37630,19.93687
6.35118,3.35276,19.95684
6.33323,3.33402,19.97684
6.31032,3.31077,19.99684
6.28508,3.28941,20.01683
6.26445,3.27259,20.03683
6.23769,3.25300,20.05679
6.21503,3.23834,20.07679
6.18715,3.22090,20.09679
6.15742,3.20592,20.11678
6.13318,3.19425,20.13678
6.10206,3.18133,20.15674
6.07634,3.17240,20.17674
6.04442,3.16190,20.19673
6.01128,3.15445,20.21673
5.98517,3.14909,20.23673
5.95235,3.14415,20.25669
5.92552,3.14168,20.27669
5.89706,3.13933,20.29668
5.86828,3.13882,20.31668
5.84752,3.13861,20.33668
5.82640,3.13850,20.35668
5.80582,3.13850,20.37667
5.78582,3.13850,20.39667
5.76582,3.13850,20.41667
5.74582,3.13850,20.43667
5.72582,3.13850,20.45667
5.70583,3.13850,20.47666
5.68583,3.13850,20.49666
5.66583,3.13850,20.51666
5.64583,3.13850,20.53666
5.62583,3.13850,20.55665
5.60584,3.13850,20.57665
5.58584,3.13850,20.59665
5.56584,3.13850,20.61665
5.54584,3.13850,20.63665
5.52585,3.13850,20.65664
5.50585,3.13850,20.67664
5.48585,3.13850,20.69664
5.46585,3.13850,20.71664
5.44585,3.13850,20.73663
5.42586,3.13850,20.75663
5.40586,3.13850,20.77663
5.38586,3.13850,20.79663
5.36586,3.13850,20.81663
5.34587,3.13850,20.83662
5.32587,3.13850,20.85662
5.30587,3.13850,20.87662
5.28587,3.13850,20.89662
5.26587,3.13850,20.91661
5.24588,3.13850,20.93661
5.22588,3.13850,20.95661
5.20588,3.13850,20.97661
5.18588,3.13850,20.99661
5.16589,3.13850,21.01660
5.14589,3.13850,21.03660
5.12589,3.13850,21.05660
5.10589,3.13850,21.07660
5.08589,3.13850,21.09660
5.06590,3.13850,21.11659
5.04590,3.13850,21.13659
5.02590,3.13850,21.15659
5.00590,3.13850,21.17659
4.98590,3.13850,21.19658
4.96591,3.13850,21.21658
4.94591,3.13850,21.23658
4.92591,3.13850,21.25658
4.90591,3.13850,21.27658
4.88592,3.13850,21.29657
4.86592,3.13850,21.31657
4.84592,3.13850,21.33657
4.82592,3.13850,21.35657
4.80592,3.13850,21.37656
4.78593,3.13850,21.39656
4.76593,3.13850,21.41656
4.74551,3.13850,21.43656
4.72461,3.13858,21.45656
4.70414,3.13874,21.47655
4.68020,3.13897,21.49655
4.65618,3.13997,21.51655
4.63386,3.14096,21.53655
4.60918,3.14254,21.55654
4.58675,3.14446,21.57654
4.56202,3.14665,21.59654
4.53726,3.14981,21.61653
4.51452,3.15281,21.63653
4.48888,3.15682,21.65652
4.46611,3.16102,21.67652
4.44034,3.16588,21.69652
4.41468,3.17204,21.71651
4.39187,3.17765,21.73651
4.36581,3.18485,21.75650
4.34315,3.19190,21.77650
4.31723,3.20012,21.79650
4.29161,3.20984,21.81649
4.26920,3.21852,21.83649
4.24339,3.22952,21.85647
4.22144,3.23983,21.87647
4.19614,3.25191,21.89647
4.17144,3.26561,21.91647
4.15046,3.27749,21.93646
4.12633,3.29225,21.95645
4.10601,3.30573,21.97645
4.08292,3.32127,21.99644
4.06062,3.33830,22.01644
4.04160,3.35307,22.03644
4.01996,3.37107,22.05642
4.00186,3.38727,22.07642
3.98164,3.40558,22.09642
3.96234,3.42514,22.11642
3.94589,3.44205,22.13641
3.92752,3.46207,22.15640
3.91202,3.48010,22.17640
3.89491,3.50019,22.19640
3.87874,3.52123,22.21639
3.86496,3.53935,22.23639
3.85000,3.55998,22.25638
3.83703,3.57883,22.27638
3.82273,3.59976,22.29638
3.80926,3.62140,22.31638
3.79795,3.63974,22.33637
3.78611,3.65947,22.35637
3.77526,3.67813,22.37637
3.76370,3.69806,22.39637
3.75261,3.71835,22.41636
3.74294,3.73612,22.43636
3.73326,3.75396,22.45636
3.72367,3.77169,22.47636
3.71406,3.78945,22.49635
3.70448,3.80723,22.51635
3.69437,3.82602,22.53635
3.68379,3.84623,22.55635
3.67407,3.86539,22.57634
3.66472,3.88384,22.59634
3.65548,3.90237,22.61634
3.64652,3.92032,22.63634
3.63756,3.93831,22.65634
3.62862,3.95626,22.67633
3.61932,3.97495,22.69633
3.61015,3.99374,22.71633
3.60104,4.01242,22.73633
3.59170,4.03190,22.75632
3.58283,4.05076,22.77632
3.57428,4.06895,22.79632
3.56574,4.08715,22.81632
3.55723,4.10530,22.83632
3.54870,4.12350,22.85631
3.54020,4.14166,22.87631
3.53111,4.16110,22.89631
3.52224,4.18070,22.91631
3.51386,4.19926,22.93630
3.50539,4.21815,22.95630
3.49712,4.23677,22.97630
3.48900,4.25505,22.99630
3.48088,4.27332,23.01630
3.47273,4.29169,23.03629
3.46454,4.31016,23.05629
3.45641,4.32855,23.07629
3.44774,4.34818,23.09629
3.43930,4.36796,23.11628
3.43140,4.38649,23.13628
3.42350,4.40508,23.15628
3.41565,4.42359,23.17628
3.40789,4.44190,23.19628
3.40012,4.46019,23.21627
3.39227,4.47865,23.23627
3.38441,4.49716,23.25627
3.37658,4.51563,23.27627
3.36821,4.53539,23.29627
3.36007,4.55530,23.31626
3.35253,4.57376,23.33626
3.34504,4.59208,23.35626
3.33749,4.61048,23.37626
3.32985,4.62909,23.39625
3.32223,4.64771,23.41625
3.31464,4.66626,23.43625
3.30704,4.68485,23.45625
3.29947,4.70341,23.47625
3.29154,4.72282,23.49624
3.28377,4.74233,23.51624
3.27633,4.76103,23.53624
3.26888,4.77981,23.55624
3.26148,4.79851,23.57623
3.25423,4.81684,23.59623
3.24693,4.83515,23.61623
3.23948,4.85384,23.63623
3.23199,4.87270,23.65623
3.22457,4.89144,23.67622
3.21696,4.91067,23.69622
3.20946,4.92997,23.71622
3.20221,4.94864,23.73622
3.19497,4.96728,23.75621
3.18773,4.98592,23.77621
3.18049,5.00456,23.79621
3.17325,5.02320,23.81621
3.16601,5.04184,23.83621
3.15877,5.06048,23.85620
3.15153,5.07912,23.87620
3.14408,5.09829,23.89620
3.13673,5.11751,23.91620
3.12956,5.13626,23.93619
3.12238,5.15506,23.95619
3.11523,5.17382,23.97619
3.10811,5.19250,23.99619
3.10098,5.21119,24.01619
3.09390,5.22978,24.03618
3.08683,5.24827,24.05618
3.07972,5.26684,24.07618
3.07241,5.28589,24.09618
3.06517,5.30498,24.11618
3.05803,5.32382,24.13617
3.05087,5.34280,24.15617
3.04377,5.36166,24.17617
3.03680,5.38019,24.19617
3.02981,5.39870,24.21616
3.02273,5.41740,24.23616
3.01566,5.43610,24.25616
3.00859,5.45481,24.27616
3.00144,5.47370,24.29616
2.99433,5.49262,24.31615
2.98728,5.51134,24.33615
2.98024,5.53006,24.35615
2.97320,5.54878,24.37615
2.96617,5.56749,24.39614
2.95913,5.58621,24.41614
2.95209,5.60493,24.43614
2.94505,5.62365,24.45614
2.93801,5.64237,24.47614
2.93107,5.66082,24.49613
2.92408,5.67925,24.51613
2.91699,5.69798,24.53613
2.90988,5.71675,24.55613
2.90279,5.73550,24.57612
2.89564,5.75439,24.59612
2.88853,5.77331,24.61612
2.88153,5.79191,24.63612
2.87457,5.81034,24.65612
2.86754,5.82890,24.67611
2.86050,5.84748,24.69611
2.85344,5.86605,24.71611
2.84634,5.88470,24.73611
2.83926,5.90332,24.75611
2.83215,5.92196,24.77610
2.82503,5.94065,24.79610
2.81790,5.95934,24.81610
2.81082,5.97793,24.83610
2.80375,5.99642,24.85609
2.79664,6.01498,24.87609
2.78958,6.03339,24.89609
2.78248,6.05178,24.91609
2.77530,6.07037,24.93609
2.76813,6.08890,24.95608
2.76093,6.10748,24.97608
2.75366,6.12624,24.99608
2.74640,6.14502,25.01608
2.73932,6.16337,25.03607
2.73231,6.18134,25.05607
2.72513,6.19959,25.07607
2.71795,6.21783,25.09607
2.71072,6.23602,25.11607
2.70335,6.25455,25.13606
2.69598,6.27305,25.15606
2.68859,6.29159,25.17606
2.68123,6.31005,25.19606
2.67385,6.32850,25.21605
2.66657,6.34669,25.23605
2.65941,6.36442,25.25605
2.65202,6.38248,25.27605
2.64460,6.40062,25.29605
2.63712,6.41872,25.31604
2.62952,6.43710,25.33604
2.62194,6.45538,25.35604
2.61431,6.47374,25.37604
2.60690,6.49158,25.39603
2.59939,6.50935,25.41603
2.59175,6.52740,25.43603
2.58421,6.54506,25.45603
2.57646,6.56303,25.47603
2.56873,6.58095,25.49602
2.56094,6.59882,25.51602
2.55313,6.61670,25.53602
2.54545,6.63407,25.55602
2.53751,6.65183,25.57601
2.52990,6.66885,25.59601
2.52211,6.68571,25.61601
2.51373,6.70381,25.63601
2.50534,6.72196,25.65601
2.49694,6.74011,25.67600
2.48957,6.75608,25.69600
2.48188,6.77179,25.71600
2.47333,6.78923,25.73600
2.46491,6.80625,25.75599
2.45619,6.82364,25.77599
2.44767,6.84066,25.79599
2.43901,6.85757,25.81599
2.43071,6.87378,25.83599
2.42312,6.88805,25.85598
2.41440,6.90371,25.87598
2.40521,6.92025,25.89598
2.39587,6.93667,25.91597
2.38676,6.95268,25.93597
2.37832,6.96706,25.95597
2.36885,6.98260,25.97597
2.35905,6.99871,25.99596
2.34910,7.01467,26.01596
2.33916,7.03061,26.03596
2.32978,7.04532,26.05596
2.31958,7.06088,26.07595
2.30914,7.07680,26.09595
2.29859,7.09260,26.11595
2.28828,7.10804,26.13595
2.27869,7.12201,26.15594
2.26810,7.13696,26.17594
2.25723,7.15230,26.19594
2.24624,7.16748,26.21594
2.23532,7.18254,26.23593
2.22514,7.19623,26.25593
2.21394,7.21085,26.27593
2.20339,7.22465,26.29593
2.19257,7.23809,26.31592
2.18091,7.25258,26.33592
2.17001,7.26581,26.35592
2.15808,7.27987,26.37591
2.14734,7.29258,26.39591
2.13629,7.30481,26.41591
2.12451,7.31787,26.43591
2.11420,7.32885,26.45590
2.10204,7.34116,26.47590
2.09102,7.35240,26.49590
2.07966,7.36302,26.51589
2.06708,7.37483,26.53589
2.05635,7.38444,26.55588
2.04341,7.39539,26.57588
2.03312,7.40423,26.59588
2.02246,7.41216,26.61588
2.00942,7.42197,26.63587
1.99916,7.42920,26.65586
1.98576,7.43789,26.67586
1.97687,7.44391,26.69586
1.96771,7.44864,26.71585
1.95455,7.45574,26.73585
1.94573,7.46002,26.75583
1.93240,7.46560,26.77582
1.92547,7.46890,26.79582
1.91858,7.47062,26.81581
1.90556,7.47453,26.83581
1.89855,7.47623,26.85578
1.88561,7.47839,26.87578
1.87886,7.47995,26.89577
1.87247,7.47993,26.91577
1.85832,7.48073,26.93576
1.84985,7.48079,26.95574
1.83603,7.48002,26.97573
1.82652,7.47979,26.99573
1.81753,7.47824,27.01573
1.80139,7.47588,27.03572
1.78867,7.47362,27.05571
1.77279,7.47022,27.07571
1.75715,7.46693,27.09571
1.74179,7.46304,27.11570
1.72722,7.45943,27.13570
1.71804,7.45671,27.15568
1.70442,7.45184,27.17568
1.70023,7.45095,27.19567
1.69716,7.44874,27.21567
1.68510,7.44249,27.23566
1.67870,7.43871,27.25563
1.66764,7.43111,27.27563
1.66050,7.42665,27.29563
1.65448,7.42121,27.31562
1.64293,7.41154,27.33562
1.63537,7.40462,27.35560
1.62488,7.39402,27.37560
1.61627,7.38559,27.39559
1.60861,7.37652,27.41559
1.59815,7.36445,27.43559
1.59063,7.35510,27.45557
1.58118,7.34238,27.47557
1.57387,7.33279,27.49557
1.56757,7.32271,27.51557
1.55878,7.30901,27.53556
1.55232,7.29818,27.55555
1.54456,7.28399,27.57555
1.53806,7.27240,27.59555
1.53251,7.26048,27.61554
1.52544,7.24559,27.63554
1.52026,7.23376,27.65553
1.51424,7.21858,27.67553
1.50920,7.20621,27.69553
1.50513,7.19363,27.71552
1.49986,7.17775,27.73552
1.49600,7.16488,27.75551
1.49174,7.14884,27.77551
1.48824,7.13611,27.79551
1.48573,7.12329,27.81550
1.48239,7.10684,27.83550
1.48006,7.09345,27.85549
1.47772,7.07695,27.87549
1.47572,7.06375,27.89549
1.47472,7.05057,27.91548
1.47331,7.03370,27.93548
1.47253,7.01982,27.95547
1.47208,7.00299,27.97547
1.47161,6.98918,27.99547
1.47206,6.97549,28.01546
1.47251,6.95879,28.03546
1.47326,6.94535,28.05545
1.47472,6.92879,28.07545
1.47582,6.91508,28.09545
1.47783,6.90156,28.11544
1.48023,6.88472,28.13544
1.48257,6.87088,28.15543
1.48588,6.85429,28.17543
1.48845,6.84083,28.19543
1.49192,6.82768,28.21543
1.49610,6.81137,28.23542
1.49985,6.79831,28.25541
1.50495,6.78242,28.27541
1.50887,6.76981,28.29541
1.51369,6.75763,28.31541
1.51980,6.74186,28.33540
1.52514,6.72910,28.35539
1.53210,6.71379,28.37539
1.53893,6.69863,28.39539
1.54624,6.68376,28.41539
1.55422,6.66747,28.43538
1.56161,6.65297,28.45538
1.57011,6.63701,28.47538
1.57798,6.62214,28.49538
1.58629,6.60758,28.51537
1.59579,6.59088,28.53537
1.60504,6.57487,28.55537
1.61477,6.55830,28.57537
1.62338,6.54360,28.59536
1.63238,6.52919,28.61536
1.64270,6.51263,28.63536
1.65285,6.49649,28.65536
1.66331,6.48002,28.67536
1.67317,6.46448,28.69535
1.68325,6.44911,28.71535
1.69390,6.43287,28.73535
1.70432,6.41713,28.75535
1.71513,6.40100,28.77534
1.72571,6.38520,28.79534
1.73642,6.36951,28.81534
1.74747,6.35333,28.83534
1.75834,6.33753,28.85533
1.76950,6.32144,28.87533
1.78072,6.30526,28.89533
1.79198,6.28911,28.91533
1.80328,6.27291,28.93533
1.81447,6.25694,28.95532
1.82584,6.24080,28.97532
1.83717,6.22470,28.99532
1.84855,6.20864,29.01532
1.86002,6.19245,29.03532
1.87142,6.17640,29.05531
1.88293,6.16025,29.07531
1.89443,6.14411,29.09531
1.90595,6.12799,29.11531
1.91763,6.11165,29.13530
1.92936,6.09522,29.15530
1.94102,6.07886,29.17530
1.95262,6.06257,29.19530
1.96423,6.04629,29.21530
1.97592,6.02988,29.23529
1.98768,6.01332,29.25529
1.99934,5.99687,29.27529
2.01107,5.98030,29.29529
2.02277,5.96369,29.31528
2.03428,5.94734,29.33528
2.04580,5.93099,29.35528
2.05731,5.91464,29.37528
2.06928,5.89764,29.39528
2.08114,5.88054,29.41527
2.09260,5.86402,29.43527
2.10409,5.84742,29.45527
2.11551,5.83089,29.47527
2.12767,5.81328,29.49526
2.13964,5.79550,29.51526
2.15082,5.77888,29.53526
2.16197,5.76228,29.55526
2.17313,5.74568,29.57526
2.18507,5.72792,29.59525
2.19680,5.70999,29.61525
2.20786,5.69308,29.63525
2.21899,5.67601,29.65525
2.22998,5.65907,29.67525
2.24163,5.64112,29.69524
2.25308,5.62300,29.71524
2.26403,5.60566,29.73524
2.27516,5.58785,29.75524
2.28596,5.57040,29.77523
2.29715,5.55231,29.79523
2.30816,5.53406,29.81523
2.31885,5.51632,29.83523
2.32980,5.49791,29.85522
2.34029,5.48001,29.87522
2.35108,5.46158,29.89522
2.36167,5.44299,29.91522
2.37203,5.42478,29.93522
2.38271,5.40564,29.95521
2.39279,5.38721,29.97521
2.40309,5.36837,29.99521
2.41316,5.34937,30.01521
2.42307,5.33065,30.03520
2.43335,5.31074,30.05520
2.44290,5.29174,30.07520
2.45262,5.27237,30.09520
2.46208,5.25283,30.11519
2.47137,5.23359,30.13519
2.48106,5.21292,30.15519
2.48993,5.19335,30.17519
2.49898,5.17334,30.19518
2.50771,5.15314,30.21518
2.51629,5.13323,30.23518
2.52525,5.11159,30.25517
2.53328,5.09133,30.27517
2.54167,5.07008,30.29517
2.54958,5.04857,30.31517
2.55697,5.02836,30.33517
2.56461,5.00661,30.35516
2.57149,4.98613,30.37516
2.57918,4.96308,30.39516
2.58609,4.93966,30.41516
2.59212,4.91902,30.43515
2.59827,4.89696,30.45515
2.60378,4.87616,30.47515
2.61015,4.85183,30.49514
2.61555,4.82713,30.51514
2.62004,4.80617,30.53514
2.62456,4.78389,30.55514
2.62855,4.76283,30.57513
2.63324,4.73771,30.59513
2.63684,4.71227,30.61513
2.63967,4.69167,30.63513
2.64245,4.67048,30.65512
2.64502,4.64993,30.67512
2.64805,4.62524,30.69512
2.65013,4.60034,30.71512
2.65178,4.57977,30.73511
2.65337,4.55873,30.75511
2.65481,4.53820,30.77511
2.65648,4.51384,30.79511
2.65728,4.48934,30.81511
2.65790,4.46882,30.83510
2.65844,4.44793,30.85510
2.65889,4.42746,30.87510
2.65938,4.40418,30.89510
2.65924,4.38081,30.91509
2.65907,4.36019,30.93509
2.65880,4.33907,30.95509
2.65843,4.31849,30.97509
2.65801,4.29586,30.99509
2.65709,4.27317,31.01508
2.65622,4.25270,31.03508
2.65527,4.23183,31.05508
2.65425,4.21139,31.07508
2.65311,4.18901,31.09507
2.65152,4.16659,31.11507
2.65006,4.14636,31.13507
2.64855,4.12595,31.15507
2.64701,4.10576,31.17507
2.64533,4.08387,31.19506
2.64328,4.06194,31.21506
2.64136,4.04155,31.23506
2.63931,4.02073,31.25506
2.63722,4.00036,31.27505
2.63504,3.97917,31.29505
2.63262,3.95796,31.31505
2.63029,3.93763,31.33505
2.62783,3.91686,31.35504
2.62533,3.89653,31.37504
2.62280,3.87603,31.39504
2.62016,3.85553,31.41504
2.61753,3.83515,31.43504
2.61473,3.81419,31.45503
2.61188,3.79379,31.47503
2.60906,3.77355,31.49503
2.60616,3.75331,31.51503
2.60324,3.73297,31.53502
2.60014,3.71206,31.55502
2.59701,3.69169,31.57502
2.59397,3.67196,31.59502
2.59094,3.65223,31.61502
2.58784,3.63202,31.63501
2.58458,3.61132,31.65501
2.58129,3.59107,31.67501
2.57809,3.57137,31.69501
2.57490,3.55166,31.71500
2.57164,3.53150,31.73500
2.56821,3.51086,31.75500
2.56477,3.49066,31.77500
2.56141,3.47095,31.79500
2.55805,3.45123,31.81499
2.55469,3.43150,31.83499
2.55132,3.41175,31.85499
2.54795,3.39202,31.87499
2.54456,3.37213,31.89498
2.54113,3.35224,31.91498
2.53773,3.33253,31.93498
2.53433,3.31282,31.95498
2.53094,3.29311,31.97498
2.52754,3.27341,31.99497
2.52414,3.25370,32.01497
2.52076,3.23410,32.03497
2.51742,3.21460,32.05497
2.51408,3.19501,32.07497
2.51079,3.17572,32.09496
2.50758,3.15643,32.11496
2.50432,3.13682,32.13496
2.50109,3.11731,32.15496
2.49787,3.09769,32.17495
2.49470,3.07842,32.19495
2.49162,3.05914,32.21495
2.48853,3.03982,32.23495
2.48558,3.02094,32.25495
2.48265,3.00164,32.27494
2.47972,2.98233,32.29494
2.47687,2.96302,32.31494
2.47404,2.94386,32.33494
2.47142,2.92539,32.35493
2.46884,2.90628,32.37493
2.46621,2.88692,32.39493
2.46368,2.86756,32.41493
2.46121,2.84879,32.43493
2.45907,2.83119,32.45492
2.45701,2.81251,32.47492
2.45490,2.79349,32.49492
2.45295,2.77449,32.51492
2.45105,2.75600,32.53491
2.44952,2.73903,32.55491
2.44812,2.72065,32.57491
2.44676,2.70288,32.59491
2.44576,2.68515,32.61490
2.44470,2.66621,32.63490
2.44384,2.64826,32.65490
2.44312,2.62937,32.67490
2.44250,2.61437,32.69489
2.44265,2.59954,32.71489
2.44278,2.58161,32.73489
2.44318,2.56568,32.75488
2.44397,2.54788,32.77488
2.44462,2.53224,32.79488
2.44594,2.51681,32.81488
2.44739,2.49945,32.83487
2.44895,2.48474,32.85487
2.45120,2.46766,32.87486
2.45325,2.45175,32.89486
2.45591,2.43608,32.91486
2.45893,2.41808,32.93486
2.46191,2.40180,32.95485
2.46548,2.38400,32.97485
2.46859,2.36827,32.99485
2.47229,2.35280,33.01485
2.47640,2.33550,33.03484
2.48027,2.32047,33.05484
2.48503,2.30353,33.07483
2.48897,2.28929,33.09483
2.49361,2.27547,33.11483
2.49902,2.25919,33.13483
2.50386,2.24573,33.15482
2.51005,2.22994,33.17482
2.51498,2.21707,33.19481
2.52068,2.20477,33.21481
2.52750,2.18983,33.23481
2.53319,2.17831,33.25480
2.54088,2.16406,33.27479
2.54635,2.15358,33.29479
2.55264,2.14395,33.31479
2.56123,2.13045,33.33479
2.56804,2.12051,33.35477
2.57747,2.10788,33.37477
2.58467,2.09798,33.39477
2.59256,2.08896,33.41476
2.60279,2.07702,33.43476
2.61050,2.06866,33.45474
2.62145,2.05780,33.47474
2.63006,2.04903,33.49474
2.63923,2.04124,33.51474
2.65171,2.03042,33.53473
2.66185,2.02213,33.55472
2.67485,2.01225,33.57472
2.68587,2.00373,33.59472
2.69727,1.99606,33.61471
2.71182,1.98617,33.63471
2.72461,1.97786,33.65471
2.73947,1.96867,33.67470
2.75322,1.96013,33.69470
2.76717,1.95218,33.71470
2.78336,1.94292,33.73470
2.79853,1.93447,33.75469
2.81490,1.92562,33.77469
2.83163,1.91657,33.79469
2.84842,1.90768,33.81469
2.86440,1.89921,33.83468
2.87863,1.89197,33.85468
2.89471,1.88420,33.87468
2.90776,1.87780,33.89467
2.92099,1.87223,33.91467
2.93692,1.86547,33.93467
2.95052,1.86005,33.95466
2.96662,1.85413,33.97466
2.98038,1.84899,33.99466
2.99424,1.84467,34.01465
3.01096,1.83940,34.03465
3.02543,1.83517,34.05465
3.04223,1.83070,34.07464
3.05699,1.82671,34.09464
3.07178,1.82347,34.11464
3.08936,1.81957,34.13464
3.10510,1.81635,34.15463
3.12272,1.81310,34.17463
3.13850,1.81015,34.19463
3.15426,1.80784,34.21462
3.17211,1.80519,34.23462
3.18808,1.80309,34.25462
3.20591,1.80109,34.27461
3.22207,1.79924,34.29461
3.23817,1.79800,34.31461
3.25622,1.79658,34.33461
3.27236,1.79557,34.35460
3.29031,1.79479,34.37460
3.30679,1.79404,34.39460
3.32318,1.79385,34.41460
3.34138,1.79363,34.43459
3.35778,1.79367,34.45459
3.37586,1.79404,34.47459
3.39236,1.79435,34.49458
3.40873,1.79521,34.51458
3.42689,1.79615,34.53458
3.44324,1.79724,34.55457
3.46126,1.79877,34.57457
3.47792,1.80015,34.59457
3.49443,1.80206,34.61457
3.51251,1.80412,34.63457
3.52874,1.80623,34.65456
3.54662,1.80888,34.67456
3.56291,1.81125,34.69456
3.57898,1.81417,34.71455
3.59686,1.81740,34.73455
3.61289,1.82054,34.75455
3.63053,1.82434,34.77454
3.64633,1.82770,34.79454
3.66185,1.83163,34.81454
3.67922,1.83600,34.83454
3.69452,1.84013,34.85453
3.71160,1.84513,34.87453
3.72559,1.84914,34.89453
3.73916,1.85389,34.91453
3.75383,1.85893,34.93452
3.76380,1.86281,34.95450
3.77754,1.86894,34.97450
3.78858,1.87367,34.99450
3.79889,1.87929,35.01450
3.81339,1.88699,35.03449
3.82461,1.89339,35.05448
3.83842,1.90193,35.07448
3.85072,1.90944,35.09448
3.86243,1.91757,35.11447
3.87708,1.92766,35.13447
3.88979,1.93676,35.15447
3.90394,1.94736,35.17446
3.91728,1.95731,35.19446
3.93020,1.96762,35.21446
3.94467,1.97915,35.23446
3.95789,1.98996,35.25445
3.97201,2.00184,35.27445
3.98592,2.01352,35.29445
3.99957,2.02540,35.31445
4.01410,2.03804,35.33444
4.02803,2.05030,35.35444
4.04238,2.06311,35.37444
4.05649,2.07571,35.39444
4.07044,2.08842,35.41443
4.08515,2.10181,35.43443
4.09981,2.11518,35.45443
4.11452,2.12862,35.47443
4.12940,2.14220,35.49443
4.14429,2.15577,35.51442
4.15919,2.16934,35.53442
4.17424,2.18301,35.55442
4.18920,2.19655,35.57442
4.20493,2.21079,35.59442
4.22083,2.22488,35.61441
4.23639,2.23866,35.63441
4.25267,2.25287,35.65441
4.26848,2.26648,35.67441
4.28493,2.28062,35.69440
4.30163,2.29456,35.71440
4.31778,2.30802,35.73440
4.33486,2.32200,35.75440
4.35132,2.33521,35.77439
4.36923,2.34956,35.79439
4.38757,2.36353,35.81439
4.40496,2.37672,35.83439
4.42405,2.39075,35.85438
4.44197,2.40345,35.87438
4.46151,2.41725,35.89438
4.48159,2.43049,35.91438
4.50021,2.44269,35.93437
4.52100,2.45575,35.95437
4.54023,2.46729,35.97436
4.56167,2.48007,35.99436
4.58375,2.49207,36.01436
4.60384,2.50287,36.03436
4.62668,2.51449,36.05435
4.64744,2.52438,36.07435
4.67080,2.53541,36.09434
4.69485,2.54544,36.11434
4.71656,2.55434,36.13434
4.74180,2.56387,36.15433
4.76425,2.57155,36.17433
4.79013,2.58023,36.19432
4.81669,2.58751,36.21432
4.83899,2.59345,36.23432
4.86431,2.59953,36.25431
4.88703,2.60432,36.27431
4.90936,2.60900,36.29430
4.93188,2.61317,36.31430
4.95304,2.61704,36.33430
4.97571,2.62090,36.35429
4.99704,2.62424,36.37429
5.01963,2.62774,36.39429
5.04240,2.63071,36.41429
5.06380,2.63347,36.43429
5.08682,2.63613,36.45428
5.10840,2.63830,36.47428
5.13131,2.64058,36.49428
5.15439,2.64230,36.51427
5.17603,2.64385,36.53427
5.19938,2.64521,36.55427
5.22117,2.64613,36.57427
5.24397,2.64707,36.59426
5.26688,2.64748,36.61426
5.28834,2.64782,36.63426
5.31126,2.64791,36.65426
5.33282,2.64770,36.67425
5.35564,2.64745,36.69425
5.37856,2.64666,36.71425
5.39990,2.64589,36.73425
5.42256,2.64482,36.75424
5.44395,2.64354,36.77424
5.46631,2.64219,36.79424
5.48874,2.64037,36.81424
5.50970,2.63864,36.83423
5.53165,2.63665,36.85423
5.55263,2.63454,36.87423
5.57425,2.63236,36.89423
5.59589,2.62985,36.91422
5.61665,2.62743,36.93422
5.63829,2.62474,36.95422
5.65908,2.62197,36.97422
5.68000,2.61919,36.99421
5.70093,2.61620,37.01421
5.72151,2.61325,37.03421
5.74289,2.61003,37.05421
5.76351,2.60677,37.07421
5.78407,2.60352,37.09420
5.80464,2.60011,37.11420
5.82484,2.59676,37.13420
5.84550,2.59324,37.15420
5.86571,2.58971,37.17419
5.88604,2.58616,37.19419
