x_m,y_m,s_m,track_width_m
7.81317,7.92095,13.83818,0.4500
7.82393,7.90409,13.85818,0.4500
7.83489,7.88736,13.87817,0.4500
7.84585,7.87064,13.89817,0.4500
7.85766,7.85450,13.91817,0.4500
7.86952,7.83840,13.93817,0.4500
7.88150,7.82239,13.95816,0.4500
7.89363,7.80649,13.97816,0.4500
7.90576,7.79059,13.99816,0.4500
7.91836,7.77506,14.01816,0.4500
7.93099,7.75956,14.03815,0.4500
7.94383,7.74423,14.05815,0.4500
7.95696,7.72914,14.07815,0.4500
7.97008,7.71406,14.09814,0.4500
7.98346,7.69920,14.11814,0.4500
7.99687,7.68435,14.13814,0.4500
8.01039,7.66963,14.15814,0.4500
8.02409,7.65505,14.17813,0.4500
8.03778,7.64048,14.19813,0.4500
8.05178,7.62620,14.21813,0.4500
8.06580,7.61194,14.23813,0.4500
8.07987,7.59773,14.25812,0.4500
8.09401,7.58359,14.27812,0.4500
8.10815,7.56945,14.29812,0.4500
8.12237,7.55538,14.31812,0.4500
8.13659,7.54132,14.33812,0.4500
8.15084,7.52730,14.35811,0.4500
8.16514,7.51332,14.37811,0.4500
8.17944,7.49934,14.39811,0.4500
8.19363,7.48524,14.41811,0.4500
8.20781,7.47114,14.43810,0.4500
8.22192,7.45697,14.45810,0.4500
8.23594,7.44271,14.47810,0.4500
8.24996,7.42845,14.49810,0.4500
8.26376,7.41398,14.51810,0.4500
8.27753,7.39948,14.53809,0.4500
8.29112,7.38481,14.55809,0.4500
8.30446,7.36991,14.57809,0.4500
8.31780,7.35501,14.59808,0.4500
8.33050,7.33957,14.61808,0.4500
8.34315,7.32408,14.63808,0.4500
8.35543,7.30831,14.65807,0.4500
8.36723,7.29216,14.67807,0.4500
8.37902,7.27601,14.69807,0.4500
8.38986,7.25921,14.71806,0.4500
8.40063,7.24236,14.73806,0.4500
8.41084,7.22518,14.75804,0.4500
8.42031,7.20756,14.77804,0.4500
8.42978,7.18995,14.79804,0.4500
8.43778,7.17163,14.81803,0.4500
8.44567,7.15325,14.83803,0.4500
8.45284,7.13461,14.85801,0.4500
8.45904,7.11559,14.87800,0.4500
8.46525,7.09658,14.89800,0.4500
8.46967,7.07709,14.91799,0.4500
8.47395,7.05755,14.93799,0.4500
8.47729,7.03787,14.95796,0.4500
8.47937,7.01798,14.97796,0.4500
8.48144,6.99809,14.99795,0.4500
8.48227,6.97811,15.01795,0.4500
8.48299,6.95813,15.03795,0.4500
8.48325,6.93814,15.05794,0.4500
8.48289,6.91814,15.07793,0.4500
8.48253,6.89815,15.09793,0.4500
8.48142,6.87818,15.11793,0.4500
8.48026,6.85822,15.13793,0.4500
8.47864,6.83829,15.15792,0.4500
8.47640,6.81842,15.17791,0.4500
8.47416,6.79855,15.19791,0.4500
8.47137,6.77875,15.21791,0.4500
8.46853,6.75895,15.23791,0.4500
8.46548,6.73919,15.25790,0.4500
8.46216,6.71947,15.27790,0.4500
8.45884,6.69975,15.29790,0.4500
8.45478,6.68017,15.31790,0.4500
8.45066,6.66060,15.33789,0.4500
8.44635,6.64107,15.35789,0.4500
8.44179,6.62160,15.37789,0.4500
8.43723,6.60213,15.39789,0.4500
8.43227,6.58276,15.41788,0.4500
8.42727,6.56340,15.43788,0.4500
8.42203,6.54410,15.45788,0.4500
8.41648,6.52489,15.47788,0.4500
8.41093,6.50568,15.49787,0.4500
8.40496,6.48659,15.51787,0.4500
8.39896,6.46751,15.53787,0.4500
8.39286,6.44847,15.55787,0.4500
8.38662,6.42947,15.57786,0.4500
8.38038,6.41047,15.59786,0.4500
8.37359,6.39166,15.61786,0.4500
8.36675,6.37287,15.63786,0.4500
8.35983,6.35411,15.65785,0.4500
8.35277,6.33540,15.67785,0.4500
8.34572,6.31668,15.69785,0.4500
8.33828,6.29812,15.71785,0.4500
8.33080,6.27957,15.73784,0.4500
8.32319,6.26108,15.75784,0.4500
8.31540,6.24266,15.77784,0.4500
8.30761,6.22425,15.79784,0.4500
8.29963,6.20591,15.81784,0.4500
8.29162,6.18758,15.83783,0.4500
8.28340,6.16936,15.85783,0.4500
8.27487,6.15127,15.87783,0.4500
8.26635,6.13318,15.89782,0.4500
8.25765,6.11517,15.91782,0.4500
8.24893,6.09718,15.93782,0.4500
8.24006,6.07925,15.95782,0.4500
8.23099,6.06143,15.97781,0.4500
8.22192,6.04361,15.99781,0.4500
8.21254,6.02595,16.01781,0.4500
8.20313,6.00830,16.03781,0.4500
8.19365,5.99069,16.05781,0.4500
8.18406,5.97315,16.07780,0.4500
8.17447,5.95560,16.09780,0.4500
8.16446,5.93829,16.11780,0.4500
8.15441,5.92100,16.13780,0.4500
8.14425,5.90378,16.15779,0.4500
8.13392,5.88665,16.17779,0.4500
8.12360,5.86952,16.19779,0.4500
8.11306,5.85252,16.21779,0.4500
8.10251,5.83554,16.23778,0.4500
8.09177,5.81867,16.25778,0.4500
8.08076,5.80198,16.27778,0.4500
8.06975,5.78528,16.29778,0.4500
8.05847,5.76877,16.31777,0.4500
8.04716,5.75228,16.33777,0.4500
8.03564,5.73593,16.35777,0.4500
8.02383,5.71979,16.37776,0.4500
8.01202,5.70366,16.39776,0.4500
7.99938,5.68817,16.41776,0.4500
7.98666,5.67273,16.43776,0.4500
7.97356,5.65764,16.45774,0.4500
7.95993,5.64301,16.47774,0.4500
7.94629,5.62837,16.49774,0.4500
7.93176,5.61464,16.51773,0.4500
7.91715,5.60099,16.53773,0.4500
7.90210,5.58784,16.55772,0.4500
7.88647,5.57536,16.57771,0.4500
7.87084,5.56289,16.59771,0.4500
7.85438,5.55154,16.61770,0.4500
7.83785,5.54030,16.63770,0.4500
7.82096,5.52961,16.65768,0.4500
7.80360,5.51969,16.67768,0.4500
7.78624,5.50976,16.69768,0.4500
7.76824,5.50106,16.71767,0.4500
7.75019,5.49245,16.73767,0.4500
7.73189,5.48441,16.75766,0.4500
7.71326,5.47714,16.77766,0.4500
7.69463,5.46986,16.79765,0.4500
7.67559,5.46376,16.81765,0.4500
7.65652,5.45776,16.83765,0.4500
7.63731,5.45222,16.85764,0.4500
7.61793,5.44729,16.87763,0.4500
7.59855,5.44237,16.89763,0.4500
7.57895,5.43841,16.91763,0.4500
7.55933,5.43454,16.93762,0.4500
7.53964,5.43103,16.95762,0.4500
7.51987,5.42803,16.97762,0.4500
7.50010,5.42503,16.99761,0.4500
7.48025,5.42266,17.01761,0.4500
7.46038,5.42034,17.03761,0.4500
7.44049,5.41831,17.05760,0.4500
7.42056,5.41667,17.07760,0.4500
7.40063,5.41503,17.09760,0.4500
7.38067,5.41387,17.11760,0.4500
7.36070,5.41275,17.13759,0.4500
7.34073,5.41178,17.15759,0.4500
7.32074,5.41102,17.17759,0.4500
7.30076,5.41026,17.19759,0.4500
7.28077,5.40983,17.21758,0.4500
7.26077,5.40943,17.23758,0.4500
7.24078,5.40908,17.25758,0.4500
7.22078,5.40880,17.27758,0.4500
7.20079,5.40852,17.29758,0.4500
7.18079,5.40824,17.31757,0.4500
7.16079,5.40796,17.33757,0.4500
7.14080,5.40770,17.35757,0.4500
7.12080,5.40746,17.37757,0.4500
7.10081,5.40722,17.39756,0.4500
7.08081,5.40694,17.41756,0.4500
7.06081,5.40666,17.43756,0.4500
7.04082,5.40640,17.45756,0.4500
7.02082,5.40616,17.47756,0.4500
7.00083,5.40592,17.49755,0.4500
6.98083,5.40568,17.51755,0.4500
6.96083,5.40544,17.53755,0.4500
6.94084,5.40518,17.55755,0.4500
6.92084,5.40490,17.57754,0.4500
6.90084,5.40462,17.59754,0.4500
6.88085,5.40438,17.61754,0.4500
6.86085,5.40414,17.63754,0.4500
6.84086,5.40388,17.65754,0.4500
6.82086,5.40360,17.67753,0.4500
6.80086,5.40332,17.69753,0.4500
6.78087,5.40308,17.71753,0.4500
6.76087,5.40284,17.73753,0.4500
6.74088,5.40258,17.75752,0.4500
6.72088,5.40230,17.77752,0.4500
6.70088,5.40202,17.79752,0.4500
6.68089,5.40174,17.81752,0.4500
6.66089,5.40146,17.83752,0.4500
6.64093,5.40058,17.85750,0.4500
6.62100,5.39886,17.87750,0.4500
6.60108,5.39714,17.89750,0.4500
6.58161,5.39264,17.91748,0.4500
6.56218,5.38790,17.93748,0.4500
6.54319,5.38185,17.95741,0.4500
6.52478,5.37404,17.97741,0.4500
6.50637,5.36624,17.99740,0.4500
6.48939,5.35570,18.01738,0.4500
6.47252,5.34496,18.03738,0.4500
6.45658,5.33302,18.05731,0.4500
6.44183,5.31951,18.07730,0.4500
6.42708,5.30601,18.09730,0.4500
6.41458,5.29041,18.11728,0.4500
6.40223,5.27469,18.13728,0.4500
6.39109,5.25816,18.15721,0.4500
6.38147,5.24063,18.17721,0.4500
6.37184,5.22310,18.19721,0.4500
6.36520,5.20425,18.21719,0.4500
6.35871,5.18533,18.23719,0.4500
6.35369,5.16605,18.25712,0.4500
6.35040,5.14632,18.27712,0.4500
6.34712,5.12660,18.29712,0.4500
6.34627,5.10662,18.31711,0.4500
6.34551,5.08664,18.33711,0.4500
6.34508,5.06665,18.35710,0.4500
6.34504,5.04665,18.37710,0.4500
6.34500,5.02665,18.39710,0.4500
6.34500,5.00665,18.41710,0.4500
6.34500,4.98666,18.43709,0.4500
6.34500,4.96666,18.45709,0.4500
6.34500,4.94666,18.47709,0.4500
6.34500,4.92666,18.49709,0.4500
6.34500,4.90667,18.51708,0.4500
6.34500,4.88667,18.53708,0.4500
6.34500,4.86667,18.55708,0.4500
6.34500,4.84667,18.57708,0.4500
6.34500,4.82667,18.59708,0.4500
6.34500,4.80668,18.61707,0.4500
6.34500,4.78668,18.63707,0.4500
6.34500,4.76668,18.65707,0.4500
6.34500,4.74668,18.67707,0.4500
6.34500,4.72669,18.69707,0.4500
6.34500,4.70669,18.71706,0.4500
6.34500,4.68669,18.73706,0.4500
6.34500,4.66669,18.75706,0.4500
6.34500,4.64669,18.77706,0.4500
6.34500,4.62670,18.79705,0.4500
6.34500,4.60670,18.81705,0.4500
6.34500,4.58670,18.83705,0.4500
6.34500,4.56670,18.85705,0.4500
6.34500,4.54670,18.87705,0.4500
6.34500,4.52671,18.89704,0.4500
6.34500,4.50671,18.91704,0.4500
6.34500,4.48671,18.93704,0.4500
6.34500,4.46671,18.95704,0.4500
6.34500,4.44672,18.97703,0.4500
6.34500,4.42672,18.99703,0.4500
6.34500,4.40672,19.01703,0.4500
6.34500,4.38672,19.03703,0.4500
6.34500,4.36672,19.05703,0.4500
6.34500,4.34673,19.07702,0.4500
6.34500,4.32673,19.09702,0.4500
6.34500,4.30673,19.11702,0.4500
6.34500,4.28673,19.13702,0.4500
6.34500,4.26674,19.15701,0.4500
6.34500,4.24674,19.17701,0.4500
6.34500,4.22674,19.19701,0.4500
6.34500,4.20674,19.21701,0.4500
6.34500,4.18674,19.23701,0.4500
6.34500,4.16675,19.25700,0.4500
6.34500,4.14675,19.27700,0.4500
6.34500,4.12675,19.29700,0.4500
6.34500,4.10675,19.31700,0.4500
6.34500,4.08676,19.33700,0.4500
6.34500,4.06676,19.35699,0.4500
6.34500,4.04676,19.37699,0.4500
6.34500,4.02676,19.39699,0.4500
6.34500,4.00676,19.41699,0.4500
6.34500,3.98677,19.43698,0.4500
6.34480,3.96677,19.45698,0.4500
6.34436,3.94678,19.47698,0.4500
6.34392,3.92678,19.49698,0.4500
6.34240,3.90685,19.51697,0.4500
6.34084,3.88691,19.53697,0.4500
6.33870,3.86704,19.55696,0.4500
6.33590,3.84723,19.57696,0.4500
6.33310,3.82743,19.59695,0.4500
6.32919,3.80782,19.61695,0.4500
6.32523,3.78822,19.63695,0.4500
6.32064,3.76877,19.65693,0.4500
6.31532,3.74949,19.67693,0.4500
6.31000,3.73022,19.69693,0.4500
6.30341,3.71134,19.71693,0.4500
6.29678,3.69247,19.73692,0.4500
6.28955,3.67384,19.75691,0.4500
6.28163,3.65548,19.77691,0.4500
6.27371,3.63711,19.79691,0.4500
6.26431,3.61946,19.81690,0.4500
6.25486,3.60184,19.83690,0.4500
6.24473,3.58462,19.85688,0.4500
6.23381,3.56786,19.87688,0.4500
6.22290,3.55111,19.89687,0.4500
6.21057,3.53536,19.91687,0.4500
6.19819,3.51966,19.93687,0.4500
6.18511,3.50457,19.95684,0.4500
6.17123,3.49017,19.97684,0.4500
6.15735,3.47577,19.99684,0.4500
6.14195,3.46302,20.01683,0.4500
6.12650,3.45033,20.03683,0.4500
6.11039,3.43853,20.05679,0.4500
6.09356,3.42773,20.07679,0.4500
6.07673,3.41694,20.09679,0.4500
6.05877,3.40814,20.11678,0.4500
6.04078,3.39940,20.13678,0.4500
6.02235,3.39174,20.15674,0.4500
6.00344,3.38526,20.17674,0.4500
5.98452,3.37878,20.19673,0.4500
5.96496,3.37463,20.21673,0.4500
5.94538,3.37054,20.23673,0.4500
5.92564,3.36756,20.25669,0.4500
5.90572,3.36580,20.27669,0.4500
5.88580,3.36404,20.29668,0.4500
5.86581,3.36380,20.31668,0.4500
5.84581,3.36360,20.33668,0.4500
5.82581,3.36350,20.35668,0.4500
5.80582,3.36350,20.37667,0.4500
5.78582,3.36350,20.39667,0.4500
5.76582,3.36350,20.41667,0.4500
5.74582,3.36350,20.43667,0.4500
5.72582,3.36350,20.45667,0.4500
5.70583,3.36350,20.47666,0.4500
5.68583,3.36350,20.49666,0.4500
5.66583,3.36350,20.51666,0.4500
5.64583,3.36350,20.53666,0.4500
5.62583,3.36350,20.55665,0.4500
5.60584,3.36350,20.57665,0.4500
5.58584,3.36350,20.59665,0.4500
5.56584,3.36350,20.61665,0.4500
5.54584,3.36350,20.63665,0.4500
5.52585,3.36350,20.65664,0.4500
5.50585,3.36350,20.67664,0.4500
5.48585,3.36350,20.69664,0.4500
5.46585,3.36350,20.71664,0.4500
5.44585,3.36350,20.73663,0.4500
5.42586,3.36350,20.75663,0.4500
5.40586,3.36350,20.77663,0.4500
5.38586,3.36350,20.79663,0.4500
5.36586,3.36350,20.81663,0.4500
5.34587,3.36350,20.83662,0.4500
5.32587,3.36350,20.85662,0.4500
5.30587,3.36350,20.87662,0.4500
5.28587,3.36350,20.89662,0.4500
5.26587,3.36350,20.91661,0.4500
5.24588,3.36350,20.93661,0.4500
5.22588,3.36350,20.95661,0.4500
5.20588,3.36350,20.97661,0.4500
5.18588,3.36350,20.99661,0.4500
5.16589,3.36350,21.01660,0.4500
5.14589,3.36350,21.03660,0.4500
5.12589,3.36350,21.05660,0.4500
5.10589,3.36350,21.07660,0.4500
5.08589,3.36350,21.09660,0.4500
5.06590,3.36350,21.11659,0.4500
5.04590,3.36350,21.13659,0.4500
5.02590,3.36350,21.15659,0.4500
5.00590,3.36350,21.17659,0.4500
4.98590,3.36350,21.19658,0.4500
4.96591,3.36350,21.21658,0.4500
4.94591,3.36350,21.23658,0.4500
4.92591,3.36350,21.25658,0.4500
4.90591,3.36350,21.27658,0.4500
4.88592,3.36350,21.29657,0.4500
4.86592,3.36350,21.31657,0.4500
4.84592,3.36350,21.33657,0.4500
4.82592,3.36350,21.35657,0.4500
4.80592,3.36350,21.37656,0.4500
4.78593,3.36350,21.39656,0.4500
4.76593,3.36350,21.41656,0.4500
4.74593,3.36350,21.43656,0.4500
4.72593,3.36358,21.45656,0.4500
4.70594,3.36374,21.47655,0.4500
4.68594,3.36390,21.49655,0.4500
4.66596,3.36476,21.51655,0.4500
4.64598,3.36563,21.53655,0.4500
4.62603,3.36691,21.55654,0.4500
4.60611,3.36863,21.57654,0.4500
4.58618,3.37035,21.59654,0.4500
4.56635,3.37292,21.61653,0.4500
4.54652,3.37552,21.63653,0.4500
4.52677,3.37861,21.65652,0.4500
4.50711,3.38225,21.67652,0.4500
4.48745,3.38590,21.69652,0.4500
4.46802,3.39062,21.71651,0.4500
4.44859,3.39538,21.73651,0.4500
4.42932,3.40070,21.75650,0.4500
4.41024,3.40667,21.77650,0.4500
4.39115,3.41263,21.79650,0.4500
4.37248,3.41980,21.81649,0.4500
4.35383,3.42700,21.83649,0.4500
4.33544,3.43483,21.85647,0.4500
4.31735,3.44336,21.87647,0.4500
4.29926,3.45188,21.89647,0.4500
4.28183,3.46168,21.91647,0.4500
4.26441,3.47150,21.93646,0.4500
4.24736,3.48192,21.95645,0.4500
4.23071,3.49301,21.97645,0.4500
4.21407,3.50409,21.99644,0.4500
4.19823,3.51630,22.01644,0.4500
4.18242,3.52855,22.03644,0.4500
4.16705,3.54133,22.05642,0.4500
4.15217,3.55469,22.07642,0.4500
4.13729,3.56805,22.09642,0.4500
4.12331,3.58234,22.11642,0.4500
4.10935,3.59666,22.13641,0.4500
4.09584,3.61139,22.15640,0.4500
4.08282,3.62657,22.17640,0.4500
4.06980,3.64175,22.19640,0.4500
4.05767,3.65764,22.21639,0.4500
4.04555,3.67355,22.23639,0.4500
4.03382,3.68974,22.25638,0.4500
4.02249,3.70622,22.27638,0.4500
4.01117,3.72270,22.29638,0.4500
4.00065,3.73971,22.31638,0.4500
3.99014,3.75672,22.33637,0.4500
3.97985,3.77387,22.35637,0.4500
3.96981,3.79116,22.37637,0.4500
3.95976,3.80845,22.39637,0.4500
3.95019,3.82601,22.41636,0.4500
3.94062,3.84357,22.43636,0.4500
3.93108,3.86115,22.45636,0.4500
3.92157,3.87874,22.47636,0.4500
3.91206,3.89633,22.49635,0.4500
3.90257,3.91393,22.51635,0.4500
3.89309,3.93154,22.53635,0.4500
3.88382,3.94926,22.55635,0.4500
3.87478,3.96709,22.57634,0.4500
3.86574,3.98493,22.59634,0.4500
3.85681,4.00283,22.61634,0.4500
3.84788,4.02072,22.63634,0.4500
3.83896,4.03862,22.65634,0.4500
3.83005,4.05652,22.67633,0.4500
3.82114,4.07442,22.69633,0.4500
3.81237,4.09240,22.71633,0.4500
3.80360,4.11037,22.73633,0.4500
3.79496,4.12840,22.75632,0.4500
3.78645,4.14650,22.77632,0.4500
3.77794,4.16460,22.79632,0.4500
3.76944,4.18270,22.81632,0.4500
3.76095,4.20081,22.83632,0.4500
3.75247,4.21892,22.85631,0.4500
3.74399,4.23703,22.87631,0.4500
3.73552,4.25514,22.89631,0.4500
3.72728,4.27336,22.91631,0.4500
3.71904,4.29159,22.93630,0.4500
3.71086,4.30983,22.95630,0.4500
3.70275,4.32811,22.97630,0.4500
3.69463,4.34639,22.99630,0.4500
3.68651,4.36466,23.01630,0.4500
3.67839,4.38294,23.03629,0.4500
3.67029,4.40122,23.05629,0.4500
3.66220,4.41951,23.07629,0.4500
3.65412,4.43780,23.09629,0.4500
3.64627,4.45620,23.11628,0.4500
3.63844,4.47459,23.13628,0.4500
3.63061,4.49300,23.15628,0.4500
3.62281,4.51141,23.17628,0.4500
3.61500,4.52982,23.19628,0.4500
3.60718,4.54823,23.21627,0.4500
3.59935,4.56663,23.23627,0.4500
3.59154,4.58504,23.25627,0.4500
3.58373,4.60345,23.27627,0.4500
3.57593,4.62186,23.29627,0.4500
3.56836,4.64037,23.31626,0.4500
3.56081,4.65889,23.33626,0.4500
3.55323,4.67739,23.35626,0.4500
3.54564,4.69590,23.37626,0.4500
3.53805,4.71440,23.39625,0.4500
3.53048,4.73290,23.41625,0.4500
3.52290,4.75141,23.43625,0.4500
3.51534,4.76993,23.45625,0.4500
3.50778,4.78844,23.47625,0.4500
3.50022,4.80695,23.49624,0.4500
3.49283,4.82553,23.51624,0.4500
3.48543,4.84412,23.53624,0.4500
3.47806,4.86270,23.55624,0.4500
3.47070,4.88130,23.57623,0.4500
3.46334,4.89989,23.59623,0.4500
3.45594,4.91847,23.61623,0.4500
3.44853,4.93704,23.63623,0.4500
3.44115,4.95563,23.65623,0.4500
3.43379,4.97422,23.67622,0.4500
3.42643,4.99282,23.69622,0.4500
3.41919,5.01146,23.71622,0.4500
3.41195,5.03010,23.73622,0.4500
3.40470,5.04874,23.75621,0.4500
3.39746,5.06738,23.77621,0.4500
3.39022,5.08602,23.79621,0.4500
3.38298,5.10466,23.81621,0.4500
3.37574,5.12331,23.83621,0.4500
3.36850,5.14195,23.85620,0.4500
3.36126,5.16059,23.87620,0.4500
3.35402,5.17923,23.89620,0.4500
3.34687,5.19791,23.91620,0.4500
3.33973,5.21658,23.93619,0.4500
3.33260,5.23527,23.95619,0.4500
3.32547,5.25395,23.97619,0.4500
3.31835,5.27264,23.99619,0.4500
3.31123,5.29133,24.01619,0.4500
3.30411,5.31001,24.03618,0.4500
3.29697,5.32869,24.05618,0.4500
3.28981,5.34737,24.07618,0.4500
3.28265,5.36604,24.09618,0.4500
3.27556,5.38474,24.11618,0.4500
3.26848,5.40344,24.13617,0.4500
3.26141,5.42214,24.15617,0.4500
3.25437,5.44086,24.17617,0.4500
3.24733,5.45958,24.19617,0.4500
3.24026,5.47829,24.21616,0.4500
3.23319,5.49699,24.23616,0.4500
3.22611,5.51570,24.25616,0.4500
3.21904,5.53440,24.27616,0.4500
3.21196,5.55311,24.29616,0.4500
3.20492,5.57182,24.31615,0.4500
3.19788,5.59054,24.33615,0.4500
3.19084,5.60926,24.35615,0.4500
3.18380,5.62798,24.37615,0.4500
3.17677,5.64669,24.39614,0.4500
3.16973,5.66541,24.41614,0.4500
3.16269,5.68413,24.43614,0.4500
3.15565,5.70285,24.45614,0.4500
3.14861,5.72157,24.47614,0.4500
3.14157,5.74028,24.49613,0.4500
3.13448,5.75898,24.51613,0.4500
3.12740,5.77768,24.53613,0.4500
3.12031,5.79639,24.55613,0.4500
3.11324,5.81509,24.57612,0.4500
3.10617,5.83380,24.59612,0.4500
3.09913,5.85251,24.61612,0.4500
3.09209,5.87123,24.63612,0.4500
3.08503,5.88994,24.65612,0.4500
3.07794,5.90864,24.67611,0.4500
3.07085,5.92734,24.69611,0.4500
3.06374,5.94603,24.71611,0.4500
3.05663,5.96472,24.73611,0.4500
3.04952,5.98341,24.75611,0.4500
3.04239,6.00210,24.77610,0.4500
3.03527,6.02079,24.79610,0.4500
3.02815,6.03947,24.81610,0.4500
3.02103,6.05816,24.83610,0.4500
3.01389,6.07684,24.85609,0.4500
3.00673,6.09551,24.87609,0.4500
2.99957,6.11418,24.89609,0.4500
2.99237,6.13284,24.91609,0.4500
2.98516,6.15149,24.93609,0.4500
2.97795,6.17015,24.95608,0.4500
2.97072,6.18879,24.97608,0.4500
2.96350,6.20744,24.99608,0.4500
2.95629,6.22609,25.01608,0.4500
2.94908,6.24475,25.03607,0.4500
2.94182,6.26338,25.05607,0.4500
2.93450,6.28199,25.07607,0.4500
2.92718,6.30060,25.09607,0.4500
2.91979,6.31918,25.11607,0.4500
2.91239,6.33776,25.13606,0.4500
2.90500,6.35634,25.15606,0.4500
2.89759,6.37492,25.17606,0.4500
2.89018,6.39349,25.19606,0.4500
2.88276,6.41206,25.21605,0.4500
2.87533,6.43063,25.23605,0.4500
2.86784,6.44917,25.25605,0.4500
2.86026,6.46768,25.27605,0.4500
2.85269,6.48618,25.29605,0.4500
2.84505,6.50467,25.31604,0.4500
2.83741,6.52315,25.33604,0.4500
2.82976,6.54162,25.35604,0.4500
2.82208,6.56009,25.37604,0.4500
2.81441,6.57855,25.39603,0.4500
2.80662,6.59697,25.41603,0.4500
2.79883,6.61539,25.43603,0.4500
2.79098,6.63379,25.45603,0.4500
2.78306,6.65215,25.47603,0.4500
2.77514,6.67051,25.49602,0.4500
2.76714,6.68884,25.51602,0.4500
2.75914,6.70716,25.53602,0.4500
2.75106,6.72546,25.55602,0.4500
2.74289,6.74371,25.57601,0.4500
2.73473,6.76197,25.59601,0.4500
2.72634,6.78012,25.61601,0.4500
2.71795,6.79827,25.63601,0.4500
2.70955,6.81642,25.65601,0.4500
2.70116,6.83457,25.67600,0.4500
2.69276,6.85272,25.69600,0.4500
2.68398,6.87069,25.71600,0.4500
2.67518,6.88865,25.73600,0.4500
2.66631,6.90657,25.75599,0.4500
2.65735,6.92445,25.77599,0.4500
2.64839,6.94232,25.79599,0.4500
2.63928,6.96013,25.81599,0.4500
2.63016,6.97792,25.83599,0.4500
2.62077,6.99558,25.85598,0.4500
2.61105,7.01305,25.87598,0.4500
2.60133,7.03053,25.89598,0.4500
2.59144,7.04791,25.91597,0.4500
2.58155,7.06529,25.93597,0.4500
2.57143,7.08254,25.95597,0.4500
2.56103,7.09962,25.97597,0.4500
2.55063,7.11670,25.99596,0.4500
2.54005,7.13367,26.01596,0.4500
2.52947,7.15064,26.03596,0.4500
2.51872,7.16750,26.05596,0.4500
2.50775,7.18423,26.07595,0.4500
2.49679,7.20095,26.09595,0.4500
2.48569,7.21758,26.11595,0.4500
2.47458,7.23421,26.13595,0.4500
2.46326,7.25070,26.15594,0.4500
2.45170,7.26701,26.17594,0.4500
2.44014,7.28333,26.19594,0.4500
2.42841,7.29953,26.21594,0.4500
2.41667,7.31572,26.23593,0.4500
2.40474,7.33176,26.25593,0.4500
2.39258,7.34764,26.27593,0.4500
2.38042,7.36352,26.29593,0.4500
2.36790,7.37911,26.31592,0.4500
2.35536,7.39468,26.33592,0.4500
2.34264,7.41011,26.35592,0.4500
2.32971,7.42537,26.37591,0.4500
2.31678,7.44062,26.39591,0.4500
2.30339,7.45548,26.41591,0.4500
2.28999,7.47032,26.43591,0.4500
2.27630,7.48489,26.45590,0.4500
2.26226,7.49913,26.47590,0.4500
2.24822,7.51337,26.49590,0.4500
2.23365,7.52707,26.51589,0.4500
2.21906,7.54074,26.53589,0.4500
2.20416,7.55408,26.55588,0.4500
2.18891,7.56701,26.57588,0.4500
2.17366,7.57994,26.59588,0.4500
2.15769,7.59198,26.61588,0.4500
2.14169,7.60398,26.63587,0.4500
2.12535,7.61549,26.65586,0.4500
2.10859,7.62640,26.67586,0.4500
2.09184,7.63732,26.69586,0.4500
2.07424,7.64682,26.71585,0.4500
2.05661,7.65626,26.73585,0.4500
2.03863,7.66495,26.75583,0.4500
2.02021,7.67276,26.77582,0.4500
2.00180,7.68056,26.79582,0.4500
1.98265,7.68630,26.81581,0.4500
1.96347,7.69195,26.83581,0.4500
1.94405,7.69658,26.85578,0.4500
1.92435,7.70003,26.87578,0.4500
1.90465,7.70347,26.89577,0.4500
1.88469,7.70460,26.91577,0.4500
1.86472,7.70564,26.93576,0.4500
1.84475,7.70574,26.95574,0.4500
1.82477,7.70474,26.97573,0.4500
1.80480,7.70374,26.99573,0.4500
1.78501,7.70088,27.01573,0.4500
1.76523,7.69796,27.03572,0.4500
1.74555,7.69445,27.05571,0.4500
1.72599,7.69029,27.07571,0.4500
1.70643,7.68613,27.09571,0.4500
1.68703,7.68128,27.11570,0.4500
1.66764,7.67640,27.13570,0.4500
1.64849,7.67070,27.15568,0.4500
1.62963,7.66405,27.17568,0.4500
1.61077,7.65740,27.19567,0.4500
1.59303,7.64819,27.21567,0.4500
1.57532,7.63889,27.23566,0.4500
1.55815,7.62869,27.25563,0.4500
1.54159,7.61749,27.27563,0.4500
1.52502,7.60629,27.29563,0.4500
1.50970,7.59344,27.31562,0.4500
1.49441,7.58055,27.33562,0.4500
1.47968,7.56706,27.35560,0.4500
1.46556,7.55290,27.37560,0.4500
1.45144,7.53874,27.39559,0.4500
1.43835,7.52362,27.41559,0.4500
1.42529,7.50847,27.43559,0.4500
1.41276,7.49290,27.45557,0.4500
1.40081,7.47687,27.47557,0.4500
1.38885,7.46084,27.49557,0.4500
1.37806,7.44401,27.51557,0.4500
1.36729,7.42715,27.53556,0.4500
1.35707,7.40998,27.55555,0.4500
1.34743,7.39246,27.57555,0.4500
1.33779,7.37494,27.59555,0.4500
1.32921,7.35688,27.61554,0.4500
1.32065,7.33880,27.63554,0.4500
1.31265,7.32049,27.65553,0.4500
1.30524,7.30191,27.67553,0.4500
1.29783,7.28334,27.69553,0.4500
1.29154,7.26436,27.71552,0.4500
1.28526,7.24537,27.73552,0.4500
1.27952,7.22622,27.75551,0.4500
1.27436,7.20690,27.77551,0.4500
1.26920,7.18758,27.79551,0.4500
