x_m,y_m,s_m,track_width_m
1.26522,7.16798,27.81550,0.4500
1.26126,7.14838,27.83550,0.4500
1.25784,7.12869,27.85549,0.4500
1.25500,7.10889,27.87549,0.4500
1.25216,7.08910,27.89549,0.4500
1.25049,7.06917,27.91548,0.4500
1.24885,7.04924,27.93548,0.4500
1.24773,7.02928,27.95547,0.4500
1.24717,7.00929,27.97547,0.4500
1.24661,6.98930,27.99547,0.4500
1.24715,6.96931,28.01546,0.4500
1.24771,6.94932,28.03546,0.4500
1.24883,6.92936,28.05545,0.4500
1.25055,6.90944,28.07545,0.4500
1.25227,6.88951,28.09545,0.4500
1.25509,6.86972,28.11544,0.4500
1.25793,6.84992,28.13544,0.4500
1.26128,6.83021,28.15543,0.4500
1.26516,6.81059,28.17543,0.4500
1.26905,6.79098,28.19543,0.4500
1.27402,6.77161,28.21543,0.4500
1.27901,6.75224,28.23542,0.4500
1.28453,6.73303,28.25541,0.4500
1.29061,6.71398,28.27541,0.4500
1.29669,6.69493,28.29541,0.4500
1.30391,6.67628,28.31541,0.4500
1.31116,6.65764,28.33540,0.4500
1.31888,6.63920,28.35539,0.4500
1.32713,6.62099,28.37539,0.4500
1.33538,6.60277,28.39539,0.4500
1.34417,6.58481,28.41539,0.4500
1.35297,6.56685,28.43538,0.4500
1.36205,6.54904,28.45538,0.4500
1.37144,6.53138,28.47538,0.4500
1.38083,6.51372,28.49538,0.4500
1.39071,6.49634,28.51537,0.4500
1.40060,6.47896,28.53537,0.4500
1.41061,6.46164,28.55537,0.4500
1.42073,6.44440,28.57537,0.4500
1.43085,6.42715,28.59536,0.4500
1.44143,6.41018,28.61536,0.4500
1.45201,6.39321,28.63536,0.4500
1.46266,6.37628,28.65536,0.4500
1.47338,6.35940,28.67536,0.4500
1.48410,6.34252,28.69535,0.4500
1.49506,6.32579,28.71535,0.4500
1.50602,6.30907,28.73535,0.4500
1.51706,6.29239,28.75535,0.4500
1.52819,6.27578,28.77534,0.4500
1.53932,6.25916,28.79534,0.4500
1.55060,6.24265,28.81534,0.4500
1.56187,6.22613,28.83534,0.4500
1.57321,6.20966,28.85533,0.4500
1.58460,6.19322,28.87533,0.4500
1.59600,6.17679,28.89533,0.4500
1.60744,6.16039,28.91533,0.4500
1.61888,6.14399,28.93533,0.4500
1.63036,6.12761,28.95532,0.4500
1.64187,6.11126,28.97532,0.4500
1.65338,6.09491,28.99532,0.4500
1.66494,6.07859,29.01532,0.4500
1.67650,6.06227,29.03532,0.4500
1.68808,6.04597,29.05531,0.4500
1.69969,6.02968,29.07531,0.4500
1.71129,6.01339,29.09531,0.4500
1.72292,5.99713,29.11531,0.4500
1.73455,5.98086,29.13530,0.4500
1.74617,5.96458,29.15530,0.4500
1.75778,5.94830,29.17530,0.4500
1.76938,5.93201,29.19530,0.4500
1.78098,5.91572,29.21530,0.4500
1.79259,5.89944,29.23529,0.4500
1.80417,5.88313,29.25529,0.4500
1.81573,5.86682,29.27529,0.4500
1.82729,5.85050,29.29529,0.4500
1.83880,5.83415,29.31528,0.4500
1.85032,5.81780,29.33528,0.4500
1.86183,5.80144,29.35528,0.4500
1.87334,5.78509,29.37528,0.4500
1.88486,5.76874,29.39528,0.4500
1.89626,5.75231,29.41527,0.4500
1.90765,5.73588,29.43527,0.4500
1.91903,5.71944,29.45527,0.4500
1.93040,5.70298,29.47527,0.4500
1.94177,5.68653,29.49526,0.4500
1.95293,5.66994,29.51526,0.4500
1.96409,5.65334,29.53526,0.4500
1.97525,5.63675,29.55526,0.4500
1.98640,5.62015,29.57526,0.4500
1.99756,5.60355,29.59525,0.4500
2.00851,5.58682,29.61525,0.4500
2.01946,5.57008,29.63525,0.4500
2.03037,5.55333,29.65525,0.4500
2.04126,5.53656,29.67525,0.4500
2.05215,5.51978,29.69524,0.4500
2.06283,5.50287,29.71524,0.4500
2.07350,5.48596,29.73524,0.4500
2.08411,5.46901,29.75524,0.4500
2.09463,5.45200,29.77523,0.4500
2.10515,5.43500,29.79523,0.4500
2.11548,5.41787,29.81523,0.4500
2.12581,5.40075,29.83523,0.4500
2.13603,5.38356,29.85522,0.4500
2.14613,5.36630,29.87522,0.4500
2.15624,5.34905,29.89522,0.4500
2.16614,5.33167,29.91522,0.4500
2.17603,5.31429,29.93522,0.4500
2.18578,5.29683,29.95521,0.4500
2.19537,5.27928,29.97521,0.4500
2.20496,5.26174,29.99521,0.4500
2.21432,5.24407,30.01521,0.4500
2.22368,5.22639,30.03520,0.4500
2.23286,5.20862,30.05520,0.4500
2.24183,5.19075,30.07520,0.4500
2.25081,5.17288,30.09520,0.4500
2.25952,5.15488,30.11519,0.4500
2.26822,5.13688,30.13519,0.4500
2.27671,5.11877,30.15519,0.4500
2.28495,5.10055,30.17519,0.4500
2.29320,5.08234,30.19518,0.4500
2.30113,5.06398,30.21518,0.4500
2.30905,5.04561,30.23518,0.4500
2.31671,5.02714,30.25517,0.4500
2.32406,5.00855,30.27517,0.4500
2.33142,4.98995,30.29517,0.4500
2.33831,4.97118,30.31517,0.4500
2.34518,4.95240,30.33517,0.4500
2.35181,4.93353,30.35516,0.4500
2.35817,4.91457,30.37516,0.4500
2.36453,4.89561,30.39516,0.4500
2.37016,4.87642,30.41516,0.4500
2.37577,4.85723,30.43515,0.4500
2.38114,4.83797,30.45515,0.4500
2.38625,4.81864,30.47515,0.4500
2.39137,4.79930,30.49514,0.4500
2.39559,4.77976,30.51514,0.4500
2.39979,4.76020,30.53514,0.4500
2.40376,4.74061,30.55514,0.4500
2.40748,4.72096,30.57513,0.4500
2.41120,4.70131,30.59513,0.4500
2.41395,4.68150,30.61513,0.4500
2.41667,4.66169,30.63513,0.4500
2.41928,4.64186,30.65512,0.4500
2.42176,4.62202,30.67512,0.4500
2.42424,4.60218,30.69512,0.4500
2.42586,4.58224,30.71512,0.4500
2.42746,4.56231,30.73511,0.4500
2.42896,4.54237,30.75511,0.4500
2.43036,4.52242,30.77511,0.4500
2.43177,4.50247,30.79511,0.4500
2.43239,4.48248,30.81511,0.4500
2.43299,4.46250,30.83510,0.4500
2.43351,4.44251,30.85510,0.4500
2.43395,4.42251,30.87510,0.4500
2.43439,4.40252,30.89510,0.4500
2.43424,4.38252,30.91509,0.4500
2.43408,4.36253,30.93509,0.4500
2.43383,4.34253,30.95509,0.4500
2.43347,4.32253,30.97509,0.4500
2.43311,4.30254,30.99509,0.4500
2.43228,4.28256,31.01508,0.4500
2.43144,4.26258,31.03508,0.4500
2.43053,4.24260,31.05508,0.4500
2.42953,4.22263,31.07508,0.4500
2.42853,4.20266,31.09507,0.4500
2.42710,4.18271,31.11507,0.4500
2.42566,4.16276,31.13507,0.4500
2.42418,4.14282,31.15507,0.4500
2.42266,4.12288,31.17507,0.4500
2.42114,4.10294,31.19506,0.4500
2.41927,4.08303,31.21506,0.4500
2.41739,4.06312,31.23506,0.4500
2.41544,4.04322,31.25506,0.4500
2.41340,4.02333,31.27505,0.4500
2.41135,4.00343,31.29505,0.4500
2.40908,3.98357,31.31505,0.4500
2.40680,3.96370,31.33505,0.4500
2.40445,3.94384,31.35504,0.4500
2.40201,3.92399,31.37504,0.4500
2.39957,3.90414,31.39504,0.4500
2.39701,3.88431,31.41504,0.4500
2.39445,3.86448,31.43504,0.4500
2.39180,3.84465,31.45503,0.4500
2.38904,3.82485,31.47503,0.4500
2.38628,3.80504,31.49503,0.4500
2.38344,3.78525,31.51503,0.4500
2.38060,3.76545,31.53502,0.4500
2.37766,3.74567,31.55502,0.4500
2.37462,3.72591,31.57502,0.4500
2.37158,3.70614,31.59502,0.4500
2.36855,3.68637,31.61502,0.4500
2.36551,3.66661,31.63501,0.4500
2.36240,3.64685,31.65501,0.4500
2.35920,3.62711,31.67501,0.4500
2.35599,3.60737,31.69501,0.4500
2.35280,3.58763,31.71500,0.4500
2.34960,3.56789,31.73500,0.4500
2.34633,3.54817,31.75500,0.4500
2.34297,3.52845,31.77500,0.4500
2.33961,3.50874,31.79500,0.4500
2.33625,3.48902,31.81499,0.4500
2.33289,3.46931,31.83499,0.4500
2.32953,3.44960,31.85499,0.4500
2.32616,3.42988,31.87499,0.4500
2.32280,3.41017,31.89498,0.4500
2.31940,3.39046,31.91498,0.4500
2.31600,3.37076,31.93498,0.4500
2.31261,3.35105,31.95498,0.4500
2.30921,3.33134,31.97498,0.4500
2.30581,3.31164,31.99497,0.4500
2.30241,3.29193,32.01497,0.4500
2.29901,3.27222,32.03497,0.4500
2.29563,3.25251,32.05497,0.4500
2.29228,3.23280,32.07497,0.4500
2.28892,3.21309,32.09496,0.4500
2.28563,3.19336,32.11496,0.4500
2.28235,3.17363,32.13496,0.4500
2.27909,3.15390,32.15496,0.4500
2.27585,3.13417,32.17495,0.4500
2.27260,3.11444,32.19495,0.4500
2.26944,3.09469,32.21495,0.4500
2.26629,3.07494,32.23495,0.4500
2.26320,3.05518,32.25495,0.4500
2.26020,3.03541,32.27494,0.4500
2.25720,3.01564,32.29494,0.4500
2.25428,2.99586,32.31494,0.4500
2.25136,2.97607,32.33494,0.4500
2.24855,2.95627,32.35493,0.4500
2.24587,2.93646,32.37493,0.4500
2.24319,2.91664,32.39493,0.4500
2.24059,2.89681,32.41493,0.4500
2.23799,2.87698,32.43493,0.4500
2.23557,2.85713,32.45492,0.4500
2.23337,2.83726,32.47492,0.4500
2.23118,2.81738,32.49492,0.4500
2.22913,2.79749,32.51492,0.4500
2.22709,2.77759,32.53491,0.4500
2.22529,2.75768,32.55491,0.4500
2.22377,2.73774,32.57491,0.4500
2.22225,2.71780,32.59491,0.4500
2.22112,2.69783,32.61490,0.4500
2.22000,2.67787,32.63490,0.4500
2.21905,2.65789,32.65490,0.4500
2.21829,2.63791,32.67490,0.4500
2.21753,2.61793,32.69489,0.4500
2.21765,2.59793,32.71489,0.4500
2.21781,2.57793,32.73489,0.4500
2.21831,2.55794,32.75488,0.4500
2.21919,2.53797,32.77488,0.4500
2.22007,2.51799,32.79488,0.4500
2.22172,2.49806,32.81488,0.4500
2.22340,2.47813,32.83487,0.4500
2.22551,2.45825,32.85487,0.4500
2.22811,2.43842,32.87486,0.4500
2.23071,2.41859,32.89486,0.4500
2.23400,2.39887,32.91486,0.4500
2.23732,2.37915,32.93486,0.4500
2.24092,2.35948,32.95485,0.4500
2.24485,2.33987,32.97485,0.4500
2.24877,2.32026,32.99485,0.4500
2.25338,2.30080,33.01485,0.4500
2.25801,2.28135,33.03484,0.4500
2.26300,2.26199,33.05484,0.4500
2.26841,2.24273,33.07483,0.4500
2.27381,2.22348,33.09483,0.4500
2.28010,2.20450,33.11483,0.4500
2.28642,2.18553,33.13483,0.4500
2.29319,2.16672,33.15482,0.4500
2.30047,2.14809,33.17482,0.4500
2.30774,2.12946,33.19481,0.4500
2.31603,2.11126,33.21481,0.4500
2.32436,2.09308,33.23481,0.4500
2.33322,2.07517,33.25480,0.4500
2.34269,2.05755,33.27479,0.4500
2.35216,2.03994,33.29479,0.4500
2.36288,2.02306,33.31479,0.4500
2.37365,2.00621,33.33479,0.4500
2.38495,1.98973,33.35477,0.4500
2.39688,1.97368,33.37477,0.4500
2.40881,1.95763,33.39477,0.4500
2.42181,1.94244,33.41476,0.4500
2.43485,1.92728,33.43476,0.4500
2.44842,1.91260,33.45474,0.4500
2.46258,1.89848,33.47474,0.4500
2.47674,1.88436,33.49474,0.4500
2.49183,1.87124,33.51474,0.4500
2.50696,1.85816,33.53473,0.4500
2.52244,1.84552,33.55472,0.4500
2.53834,1.83339,33.57472,0.4500
2.55424,1.82125,33.59472,0.4500
2.57076,1.81000,33.61471,0.4500
2.58731,1.79877,33.63471,0.4500
2.60407,1.78787,33.65471,0.4500
2.62108,1.77734,33.67470,0.4500
2.63808,1.76682,33.69470,0.4500
2.65543,1.75688,33.71470,0.4500
2.67280,1.74696,33.73470,0.4500
2.69027,1.73723,33.75469,0.4500
2.70785,1.72771,33.77469,0.4500
2.72544,1.71820,33.79469,0.4500
2.74312,1.70884,33.81469,0.4500
2.76079,1.69948,33.83468,0.4500
2.77861,1.69042,33.85468,0.4500
2.79661,1.68171,33.87468,0.4500
2.81461,1.67299,33.89467,0.4500
2.83301,1.66515,33.91467,0.4500
2.85142,1.65735,33.93467,0.4500
2.86999,1.64996,33.95466,0.4500
2.88876,1.64304,33.97466,0.4500
2.90752,1.63611,33.99466,0.4500
2.92659,1.63009,34.01465,0.4500
2.94566,1.62409,34.03465,0.4500
2.96485,1.61848,34.05465,0.4500
2.98417,1.61332,34.07464,0.4500
3.00349,1.60816,34.09464,0.4500
3.02301,1.60381,34.11464,0.4500
3.04254,1.59949,34.13464,0.4500
3.06213,1.59549,34.15463,0.4500
3.08179,1.59186,34.17463,0.4500
3.10146,1.58822,34.19463,0.4500
3.12124,1.58527,34.21462,0.4500
3.14102,1.58235,34.23462,0.4500
3.16085,1.57975,34.25462,0.4500
3.18072,1.57751,34.27461,0.4500
3.20059,1.57527,34.29461,0.4500
3.22052,1.57369,34.31461,0.4500
3.24046,1.57213,34.33461,0.4500
3.26042,1.57089,34.35460,0.4500
3.28040,1.57001,34.37460,0.4500
3.30037,1.56913,34.39460,0.4500
3.32037,1.56887,34.41460,0.4500
3.34037,1.56863,34.43459,0.4500
3.36036,1.56869,34.45459,0.4500
3.38036,1.56909,34.47459,0.4500
3.40035,1.56949,34.49458,0.4500
3.42032,1.57051,34.51458,0.4500
3.44029,1.57155,34.53458,0.4500
3.46024,1.57289,34.55457,0.4500
3.48017,1.57457,34.57457,0.4500
3.50010,1.57625,34.59457,0.4500
3.51997,1.57851,34.61457,0.4500
3.53983,1.58079,34.63457,0.4500
3.55966,1.58337,34.65456,0.4500
3.57945,1.58628,34.67456,0.4500
3.59923,1.58920,34.69456,0.4500
3.61891,1.59274,34.71455,0.4500
3.63859,1.59630,34.73455,0.4500
3.65821,1.60016,34.75455,0.4500
3.67776,1.60435,34.77454,0.4500
3.69731,1.60855,34.79454,0.4500
3.71671,1.61342,34.81454,0.4500
3.73610,1.61830,34.83454,0.4500
3.75540,1.62353,34.85453,0.4500
3.77460,1.62913,34.87453,0.4500
3.79380,1.63472,34.89453,0.4500
3.81270,1.64125,34.91453,0.4500
3.83160,1.64780,34.93452,0.4500
3.85021,1.65506,34.95450,0.4500
3.86850,1.66315,34.97450,0.4500
3.88679,1.67123,34.99450,0.4500
3.90446,1.68059,35.01450,0.4500
3.92211,1.69000,35.03449,0.4500
3.93947,1.69991,35.05448,0.4500
3.95649,1.71040,35.07448,0.4500
3.97351,1.72090,35.09448,0.4500
3.98999,1.73222,35.11447,0.4500
4.00646,1.74357,35.13447,0.4500
4.02271,1.75522,35.15447,0.4500
4.03872,1.76720,35.17446,0.4500
4.05474,1.77918,35.19446,0.4500
4.07038,1.79163,35.21446,0.4500
4.08602,1.80410,35.23446,0.4500
4.10150,1.81675,35.25445,0.4500
4.11681,1.82962,35.27445,0.4500
4.13211,1.84249,35.29445,0.4500
4.14721,1.85561,35.31445,0.4500
4.16229,1.86874,35.33444,0.4500
4.17730,1.88195,35.35444,0.4500
4.19222,1.89527,35.37444,0.4500
4.20714,1.90859,35.39444,0.4500
4.22193,1.92205,35.41443,0.4500
4.23671,1.93551,35.43443,0.4500
4.25149,1.94899,35.45443,0.4500
4.26625,1.96248,35.47443,0.4500
4.28102,1.97596,35.49443,0.4500
4.29580,1.98943,35.51442,0.4500
4.31059,2.00289,35.53442,0.4500
4.32539,2.01634,35.55442,0.4500
4.34022,2.02976,35.57442,0.4500
4.35504,2.04318,35.59442,0.4500
4.37001,2.05644,35.61441,0.4500
4.38498,2.06970,35.63441,0.4500
4.40004,2.08286,35.65441,0.4500
4.41520,2.09590,35.67441,0.4500
4.43036,2.10894,35.69440,0.4500
4.44572,2.12175,35.71440,0.4500
4.46108,2.13455,35.73440,0.4500
4.47655,2.14722,35.75440,0.4500
4.49215,2.15974,35.77439,0.4500
4.50775,2.17225,35.79439,0.4500
4.52366,2.18436,35.81439,0.4500
4.53959,2.19645,35.83439,0.4500
4.55571,2.20829,35.85438,0.4500
4.57203,2.21985,35.87438,0.4500
4.58834,2.23141,35.89438,0.4500
4.60505,2.24239,35.91438,0.4500
4.62178,2.25335,35.93437,0.4500
4.63871,2.26400,35.95437,0.4500
4.65586,2.27427,35.97436,0.4500
4.67302,2.28455,35.99436,0.4500
4.69061,2.29406,36.01436,0.4500
4.70821,2.30354,36.03436,0.4500
4.72603,2.31261,36.05435,0.4500
4.74409,2.32120,36.07435,0.4500
4.76215,2.32979,36.09434,0.4500
4.78063,2.33743,36.11434,0.4500
4.79912,2.34504,36.13434,0.4500
4.81782,2.35210,36.15433,0.4500
4.83675,2.35855,36.17433,0.4500
4.85568,2.36499,36.19432,0.4500
4.87499,2.37019,36.21432,0.4500
4.89431,2.37535,36.23432,0.4500
4.91375,2.38002,36.25431,0.4500
4.93332,2.38414,36.27431,0.4500
4.95289,2.38825,36.29430,0.4500
4.97255,2.39187,36.31430,0.4500
4.99222,2.39548,36.33430,0.4500
5.01194,2.39884,36.35429,0.4500
5.03170,2.40192,36.37429,0.4500
5.05146,2.40500,36.39429,0.4500
5.07129,2.40758,36.41429,0.4500
5.09112,2.41013,36.43429,0.4500
5.11098,2.41243,36.45428,0.4500
5.13088,2.41443,36.47428,0.4500
5.15078,2.41643,36.49428,0.4500
5.17072,2.41789,36.51427,0.4500
5.19067,2.41933,36.53427,0.4500
5.21063,2.42049,36.55427,0.4500
5.23061,2.42133,36.57427,0.4500
5.25059,2.42217,36.59426,0.4500
5.27059,2.42251,36.61426,0.4500
5.29058,2.42283,36.63426,0.4500
5.31058,2.42291,36.65426,0.4500
5.33057,2.42271,36.67425,0.4500
5.35057,2.42251,36.69425,0.4500
5.37056,2.42181,36.71425,0.4500
5.39054,2.42108,36.73425,0.4500
5.41051,2.42014,36.75424,0.4500
5.43048,2.41894,36.77424,0.4500
5.45044,2.41775,36.79424,0.4500
5.47037,2.41612,36.81424,0.4500
5.49030,2.41448,36.83423,0.4500
5.51022,2.41267,36.85423,0.4500
5.53011,2.41067,36.87423,0.4500
5.55001,2.40867,36.89423,0.4500
5.56987,2.40636,36.91422,0.4500
5.58974,2.40404,36.93422,0.4500
5.60958,2.40158,36.95422,0.4500
5.62940,2.39894,36.97422,0.4500
5.64923,2.39630,36.99421,0.4500
5.66902,2.39347,37.01421,0.4500
5.68882,2.39063,37.03421,0.4500
5.70859,2.38766,37.05421,0.4500
5.72835,2.38454,37.07421,0.4500
5.74810,2.38141,37.09420,0.4500
5.76783,2.37814,37.11420,0.4500
5.78756,2.37487,37.13420,0.4500
5.80727,2.37151,37.15420,0.4500
5.82697,2.36807,37.17419,0.4500
5.84667,2.36463,37.19419,0.4500
5.86635,2.36107,37.21419,0.4500
5.88603,2.35751,37.23419,0.4500
5.90569,2.35388,37.25419,0.4500
5.92534,2.35016,37.27418,0.4500
5.94499,2.34643,37.29418,0.4500
5.96462,2.34264,37.31418,0.4500
5.98426,2.33884,37.33418,0.4500
6.00388,2.33501,37.35417,0.4500
6.02350,2.33113,37.37417,0.4500
6.04312,2.32725,37.39417,0.4500
6.06273,2.32333,37.41417,0.4500
6.08234,2.31941,37.43417,0.4500
6.10194,2.31547,37.45416,0.4500
6.12155,2.31151,37.47416,0.4500
6.14115,2.30755,37.49416,0.4500
6.16073,2.30352,37.51416,0.4500
6.18032,2.29948,37.53415,0.4500
6.19990,2.29542,37.55415,0.4500
6.21948,2.29134,37.57415,0.4500
6.23906,2.28726,37.59415,0.4500
6.25863,2.28318,37.61415,0.4500
6.27821,2.27910,37.63414,0.4500
6.29779,2.27503,37.65414,0.4500
6.31737,2.27094,37.67414,0.4500
6.33694,2.26686,37.69414,0.4500
6.35651,2.26275,37.71414,0.4500
6.37608,2.25863,37.73413,0.4500
6.39565,2.25451,37.75413,0.4500
6.41522,2.25039,37.77413,0.4500
6.43479,2.24627,37.79413,0.4500
6.45436,2.24219,37.81412,0.4500
6.47394,2.23810,37.83412,0.4500
6.49351,2.23397,37.85412,0.4500
6.51306,2.22977,37.87412,0.4500
6.53261,2.22557,37.89412,0.4500
6.55202,2.22075,37.91411,0.4500
6.57142,2.21591,37.93411,0.4500
6.59081,2.21102,37.95411,0.4500
6.61019,2.20607,37.97411,0.4500
6.62956,2.20111,37.99410,0.4500
6.64867,2.19523,38.01410,0.4500
6.66777,2.18930,38.03410,0.4500
6.68683,2.18326,38.05410,0.4500
6.70585,2.17706,38.07409,0.4500
6.72486,2.17087,38.09409,0.4500
6.74380,2.16444,38.11409,0.4500
6.76273,2.15800,38.13409,0.4500
6.78156,2.15128,38.15408,0.4500
6.80028,2.14424,38.17408,0.4500
6.81900,2.13720,38.19408,0.4500
6.83767,2.13005,38.21408,0.4500
6.85635,2.12289,38.23407,0.4500
6.87499,2.11564,38.25407,0.4500
6.89358,2.10828,38.27407,0.4500
6.91218,2.10093,38.29407,0.4500
6.93065,2.09327,38.31406,0.4500
6.94911,2.08559,38.33406,0.4500
6.96757,2.07789,38.35406,0.4500
6.98601,2.07015,38.37406,0.4500
7.00445,2.06241,38.39406,0.4500
7.02282,2.05452,38.41405,0.4500
7.04119,2.04661,38.43405,0.4500
7.05952,2.03861,38.45405,0.4500
7.07779,2.03049,38.47405,0.4500
7.09607,2.02237,38.49404,0.4500
7.11434,2.01424,38.51404,0.4500
7.13261,2.00610,38.53404,0.4500
7.15086,1.99793,38.55404,0.4500
7.16908,1.98969,38.57404,0.4500
7.18730,1.98146,38.59403,0.4500
7.20546,1.97307,38.61403,0.4500
7.22361,1.96468,38.63403,0.4500
7.24175,1.95626,38.65403,0.4500
7.25988,1.94781,38.67402,0.4500
7.27800,1.93937,38.69402,0.4500
7.29615,1.93097,38.71402,0.4500
7.31430,1.92258,38.73402,0.4500
7.33242,1.91411,38.75402,0.4500
7.35049,1.90555,38.77401,0.4500
7.36857,1.89699,38.79401,0.4500
7.38662,1.88839,38.81401,0.4500
7.40467,1.87979,38.83401,0.4500
7.42273,1.87120,38.85400,0.4500
7.44081,1.86264,38.87400,0.4500
7.45888,1.85409,38.89400,0.4500
7.47692,1.84545,38.91400,0.4500
7.49496,1.83681,38.93400,0.4500
7.51299,1.82818,38.95399,0.4500
7.53103,1.81954,38.97399,0.4500
7.54906,1.81090,38.99399,0.4500
7.56708,1.80223,39.01399,0.4500
7.58511,1.79356,39.03398,0.4500
7.60313,1.78490,39.05398,0.4500
7.62117,1.77627,39.07398,0.4500
7.63920,1.76763,39.09398,0.4500
7.65722,1.75895,39.11398,0.4500
7.67523,1.75026,39.13397,0.4500
7.69325,1.74159,39.15397,0.4500
7.71129,1.73296,39.17397,0.4500
7.72933,1.72432,39.19397,0.4500
7.74736,1.71568,39.21397,0.4500
7.76540,1.70704,39.23396,0.4500
7.78343,1.69840,39.25396,0.4500
7.80147,1.68977,39.27396,0.4500
7.81951,1.68113,39.29396,0.4500
7.83758,1.67257,39.31395,0.4500
7.85565,1.66401,39.33395,0.4500
7.87373,1.65545,39.35395,0.4500
7.89180,1.64689,39.37395,0.4500
7.90988,1.63834,39.39395,0.4500
7.92797,1.62981,39.41394,0.4500
7.94606,1.62129,39.43394,0.4500
7.96415,1.61276,39.45394,0.4500
7.98224,1.60424,39.47394,0.4500
8.00033,1.59571,39.49393,0.4500
8.01849,1.58734,39.51393,0.4500
8.03665,1.57898,39.53393,0.4500
8.05482,1.57062,39.55393,0.4500
8.07299,1.56228,39.57393,0.4500
8.09117,1.55393,39.59392,0.4500
8.10932,1.54554,39.61392,0.4500
8.12747,1.53714,39.63392,0.4500
8.14565,1.52881,39.65392,0.4500
8.16387,1.52056,39.67391,0.4500
8.18208,1.51232,39.69391,0.4500
8.20037,1.50422,39.71391,0.4500
8.21866,1.49614,39.73391,0.4500
8.23694,1.48804,39.75391,0.4500
8.25522,1.47992,39.77390,0.4500
8.27350,1.47180,39.79390,0.4500
8.29179,1.46373,39.81390,0.4500
8.31009,1.45566,39.83390,0.4500
8.32844,1.44771,39.85389,0.4500
8.34685,1.43990,39.87389,0.4500
8.36526,1.43210,39.89389,0.4500
8.38371,1.42437,39.91389,0.4500
8.40215,1.41665,39.93389,0.4500
8.42059,1.40891,39.95388,0.4500
8.43903,1.40115,39.97388,0.4500
8.45746,1.39340,39.99388,0.4500
8.47595,1.38580,40.01388,0.4500
8.49446,1.37820,40.03387,0.4500
8.51300,1.37073,40.05387,0.4500
8.53161,1.36341,40.07387,0.4500
8.55022,1.35609,40.09387,0.4500
8.56886,1.34884,40.11387,0.4500
8.58750,1.34160,40.13386,0.4500
8.60614,1.33436,40.15386,0.4500
8.62478,1.32712,40.17386,0.4500
8.64342,1.31988,40.19386,0.4500
8.66221,1.31302,40.21385,0.4500
8.68100,1.30618,40.23385,0.4500
8.69983,1.29944,40.25385,0.4500
8.71869,1.29280,40.27385,0.4500
8.73756,1.28617,40.29385,0.4500
8.75643,1.27957,40.31384,0.4500
8.77531,1.27297,40.33384,0.4500
8.79422,1.26645,40.35384,0.4500
8.81316,1.26004,40.37384,0.4500
8.83211,1.25364,40.39383,0.4500
8.85121,1.24773,40.41383,0.4500
8.87033,1.24185,40.43383,0.4500
8.88945,1.23601,40.45383,0.4500
8.90859,1.23022,40.47382,0.4500
8.92773,1.22442,40.49382,0.4500
8.94687,1.21862,40.51382,0.4500
8.96600,1.21281,40.53382,0.4500
8.98526,1.20742,40.55381,0.4500
9.00465,1.20254,40.57381,0.4500
9.02404,1.19767,40.59381,0.4500
9.04345,1.19286,40.61380,0.4500
9.06287,1.18806,40.63380,0.4500
9.08228,1.18327,40.65380,0.4500
9.10171,1.17852,40.67380,0.4500
9.12113,1.17376,40.69379,0.4500
9.14077,1.16998,40.71379,0.4500
9.16042,1.16626,40.73379,0.4500
9.18009,1.16267,40.75379,0.4500
9.19979,1.15923,40.77378,0.4500
9.21949,1.15579,40.79378,0.4500
9.23919,1.15235,40.81378,0.4500
9.25889,1.14891,40.83378,0.4500
9.27868,1.14613,40.85376,0.4500
9.29858,1.14417,40.87376,0.4500
9.31848,1.14221,40.89376,0.4500
9.33840,1.14048,40.91375,0.4500
9.35833,1.13876,40.93375,0.4500
9.37827,1.13727,40.95375,0.4500
9.39823,1.13607,40.97375,0.4500
9.41819,1.13487,40.99374,0.4500
9.43818,1.13510,41.01374,0.4500
9.45818,1.13542,41.03374,0.4500
9.47817,1.13581,41.05373,0.4500
9.49817,1.13629,41.07373,0.4500
9.51816,1.13677,41.09373,0.4500
9.53809,1.13831,41.11373,0.4500
9.55803,1.13991,41.13372,0.4500
9.57781,1.14258,41.15369,0.4500
9.59740,1.14659,41.17368,0.4500
9.61699,1.15059,41.19368,0.4500
9.63582,1.15730,41.21367,0.4500
9.65461,1.16415,41.23367,0.4500
9.67280,1.17232,41.25360,0.4500
9.69025,1.18208,41.27360,0.4500
9.70770,1.19185,41.29360,0.4500
9.72355,1.20403,41.31358,0.4500
9.73932,1.21632,41.33358,0.4500
9.75423,1.22957,41.35353,0.4500
9.76811,1.24397,41.37353,0.4500
9.78199,1.25837,41.39352,0.4500
9.79405,1.27431,41.41352,0.4500
9.80602,1.29033,41.43351,0.4500
9.81719,1.30689,41.45348,0.4500
9.82740,1.32408,41.47348,0.4500
9.83762,1.34127,41.49348,0.4500
9.84632,1.35927,41.51347,0.4500
9.85496,1.37731,41.53347,0.4500
9.86289,1.39564,41.55345,0.4500
9.87002,1.41433,41.57345,0.4500
9.87714,1.43302,41.59345,0.4500
9.88310,1.45210,41.61345,0.4500
9.88901,1.47121,41.63344,0.4500
9.89445,1.49044,41.65343,0.4500
9.89934,1.50983,41.67343,0.4500
9.90423,1.52923,41.69343,0.4500
9.90810,1.54884,41.71343,0.4500
9.91194,1.56847,41.73342,0.4500
9.91543,1.58816,41.75342,0.4500
9.91851,1.60792,41.77342,0.4500
